human_gene_name,nmr_gene_acc,orthology_type,perc_id,nmr_gene_name,chromosome,biotype,description,species
FMC1,ENSHGLG00000050501,ortholog_one2one,60.9467,FMC1,25,protein_coding,formation of mitochondrial complex V assembly factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:26946],naked_mole_rat
SRD5A3,ENSHGLG00000006595,ortholog_one2one,85.2201,SRD5A3,10,protein_coding,steroid 5 alpha-reductase 3 [Source:HGNC Symbol;Acc:HGNC:25812],naked_mole_rat
B3GNT7,ENSHGLG00000035064,ortholog_one2one,85.7855,B3GNT7,25,protein_coding,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:UniProtKB Gene Name;Acc:A0A0P6JEL1]",naked_mole_rat
ATG2B,ENSHGLG00000015073,ortholog_one2one,93.1632,,26,protein_coding,,naked_mole_rat
CNTF,ENSHGLG00000037191,ortholog_one2one,79.6954,,22,protein_coding,ciliary neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:2169],naked_mole_rat
NAA15,ENSHGLG00000007395,ortholog_one2one,98.7298,NAA15,3,protein_coding,"N-alpha-acetyltransferase 15, NatA auxiliary subunit [Source:UniProtKB Gene Name;Acc:A0A0P6J5A4]",naked_mole_rat
GLYAT,ENSHGLG00000007196,ortholog_one2one,75.3378,,22,protein_coding,glycine-N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:13734],naked_mole_rat
ARHGAP19,ENSHGLG00000043596,ortholog_one2one,90.1606,ARHGAP19,OX090908.1,protein_coding,Rho GTPase activating protein 19 [Source:UniProtKB Gene Name;Acc:A0A0P6JWQ3],naked_mole_rat
PRDM13,ENSHGLG00000000835,ortholog_one2one,86.6481,PRDM13,1,protein_coding,PR/SET domain 13 [Source:HGNC Symbol;Acc:HGNC:13998],naked_mole_rat
CNTD1,ENSHGLG00000037081,ortholog_one2one,67.1875,CNTD1,20,protein_coding,cyclin N-terminal domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26847],naked_mole_rat
LUC7L3,ENSHGLG00000010417,ortholog_one2one,86.2986,LUC7L3,20,protein_coding,LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309],naked_mole_rat
NEDD8,ENSHGLG00000043958,ortholog_one2one,68.6567,,2,protein_coding,,naked_mole_rat
NHSL1,ENSHGLG00000015715,ortholog_one2one,70.3815,,1,protein_coding,,naked_mole_rat
HRNR,ENSHGLG00000042729,ortholog_one2one,62.9771,,19,protein_coding,,naked_mole_rat
SFN,ENSHGLG00000039307,ortholog_one2one,96.2025,REXO2,5,protein_coding,RNA exonuclease 2 [Source:UniProtKB Gene Name;Acc:G5B7H2],naked_mole_rat
COL28A1,ENSHGLG00000001565,ortholog_one2one,85.8144,,14,protein_coding,,naked_mole_rat
ENTREP2,ENSHGLG00000010825,ortholog_one2one,78.8497,,15,protein_coding,,naked_mole_rat
NR0B2,ENSHGLG00000032117,ortholog_one2one,68.0723,NR0B2,7,protein_coding,nuclear receptor subfamily 0 group B member 2 [Source:UniProtKB Gene Name;Acc:A0A0P6J7C4],naked_mole_rat
OTX2,ENSHGLG00000003359,ortholog_one2one,99.6633,OTX2,26,protein_coding,orthodenticle homeobox 2 [Source:UniProtKB Gene Name;Acc:A0A0P6JEQ2],naked_mole_rat
TENT5B,ENSHGLG00000034048,ortholog_one2one,93.0412,TENT5B,7,protein_coding,terminal nucleotidyltransferase 5B [Source:HGNC Symbol;Acc:HGNC:28273],naked_mole_rat
AFG3L2,ENSHGLG00000007654,ortholog_one2one,89.5833,AFG3L2,18,protein_coding,AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315],naked_mole_rat
CATSPER4,ENSHGLG00000003723,ortholog_one2one,65.0,,1,protein_coding,,naked_mole_rat
TTYH1,ENSHGLG00000012220,ortholog_one2one,67.9775,,29,protein_coding,,naked_mole_rat
ABHD16A,ENSHGLG00000011099,ortholog_one2one,87.3016,ABHD16A,OX090908.1,protein_coding,"abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]",naked_mole_rat
SFTA2,ENSHGLG00000032668,ortholog_one2one,61.5385,SFTA2,OX090908.1,protein_coding,surfactant associated 2 [Source:UniProtKB Gene Name;Acc:A0A0P6JJ23],naked_mole_rat
OLFML2A,ENSHGLG00000012516,ortholog_one2one,83.308,OLFML2A,12,protein_coding,olfactomedin like 2A [Source:HGNC Symbol;Acc:HGNC:27270],naked_mole_rat
DLX1,ENSHGLG00000008870,ortholog_one2one,98.4314,DLX1,3,protein_coding,distal-less homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2914],naked_mole_rat
EMC4,ENSHGLG00000048276,ortholog_one2one,100.0,EMC4,2,protein_coding,ER membrane protein complex subunit 4 [Source:UniProtKB Gene Name;Acc:G5C2A2],naked_mole_rat
PPP1R15B,ENSHGLG00000010479,ortholog_one2one,68.51,PPP1R15B,24,protein_coding,protein phosphatase 1 regulatory subunit 15B [Source:HGNC Symbol;Acc:HGNC:14951],naked_mole_rat
SNORA63,ENSHGLG00000034634,ortholog_one2one,84.252,SNORA63,8,snoRNA,Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092],naked_mole_rat
SNORA5A,ENSHGLG00000022639,ortholog_one2one,81.0606,SNORA5A,1,snoRNA,"small nucleolar RNA, H/ACA box 5A [Source:HGNC Symbol;Acc:HGNC:32588]",naked_mole_rat
SNORA5C,ENSHGLG00000022638,ortholog_one2one,87.3134,SNORA5C,1,snoRNA,"small nucleolar RNA, H/ACA box 5C [Source:HGNC Symbol;Acc:HGNC:32590]",naked_mole_rat
SLC4A9,ENSHGLG00000014520,ortholog_one2one,86.6109,SLC4A9,6,protein_coding,solute carrier family 4 member 9 [Source:HGNC Symbol;Acc:HGNC:11035],naked_mole_rat
LCN10,ENSHGLG00000016851,ortholog_one2one,65.0538,,12,protein_coding,,naked_mole_rat
RNU6-313P,ENSHGLG00000023885,ortholog_one2one,66.0194,U6,10,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
RGS7,ENSHGLG00000008134,ortholog_one2one,90.9091,RGS7,24,protein_coding,regulator of G protein signaling 7 [Source:HGNC Symbol;Acc:HGNC:10003],naked_mole_rat
RNU6-10P,ENSHGLG00000048020,ortholog_one2one,93.4579,U6,25,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
RNU6-532P,ENSHGLG00000043706,ortholog_one2one,88.785,U6,3,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
GSTO2,ENSHGLG00000049945,ortholog_one2one,81.9095,GSTO2,13,protein_coding,glutathione S-transferase omega 2 [Source:HGNC Symbol;Acc:HGNC:23064],naked_mole_rat
MTA1,ENSHGLG00000014183,ortholog_one2one,90.3437,,OX090908.1,protein_coding,,naked_mole_rat
UNC80,ENSHGLG00000018871,ortholog_one2one,97.3185,,25,protein_coding,,naked_mole_rat
RNU1-58P,ENSHGLG00000021512,ortholog_one2one,72.327,U1,18,snRNA,U1 spliceosomal RNA [Source:RFAM;Acc:RF00003],naked_mole_rat
RNU4-74P,ENSHGLG00000024796,ortholog_one2one,61.7886,U4,3,snRNA,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],naked_mole_rat
MPLKIP,ENSHGLG00000032456,ortholog_one2one,94.9721,MPLKIP,1,protein_coding,M-phase specific PLK1 interacting protein [Source:UniProtKB Gene Name;Acc:G5B6U6],naked_mole_rat
PPIB,ENSHGLG00000011522,ortholog_one2one,80.0,,15,protein_coding,,naked_mole_rat
PPP1R3A,ENSHGLG00000043566,ortholog_one2one,69.4346,PPP1R3A,14,protein_coding,protein phosphatase 1 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:9291],naked_mole_rat
INA,ENSHGLG00000002478,ortholog_one2one,92.2921,INA,13,protein_coding,internexin neuronal intermediate filament protein alpha [Source:HGNC Symbol;Acc:HGNC:6057],naked_mole_rat
COA3,ENSHGLG00000031975,ortholog_one2one,82.0755,COA3,20,protein_coding,cytochrome c oxidase assembly factor 3 [Source:UniProtKB Gene Name;Acc:A0A0N8ETX0],naked_mole_rat
MINAR1,ENSHGLG00000036994,ortholog_one2one,86.1505,,15,protein_coding,,naked_mole_rat
KIF2B,ENSHGLG00000020791,ortholog_one2one,69.8182,,20,protein_coding,,naked_mole_rat
EN2,ENSHGLG00000050255,ortholog_one2one,94.1538,EN2,22,protein_coding,engrailed homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3343],naked_mole_rat
SENP8,ENSHGLG00000041558,ortholog_one2one,90.0943,SENP8,27,protein_coding,"SUMO peptidase family member, NEDD8 specific [Source:UniProtKB Gene Name;Acc:A0A0P6JXV1]",naked_mole_rat
LY6G6F,ENSHGLG00000035693,ortholog_one2one,60.1695,,OX090908.1,protein_coding,,naked_mole_rat
TAS2R38,ENSHGLG00000008887,ortholog_one2one,66.6667,TAS2R38,25,protein_coding,taste 2 receptor member 38 [Source:HGNC Symbol;Acc:HGNC:9584],naked_mole_rat
EFR3A,ENSHGLG00000019086,ortholog_one2one,92.435,,10,protein_coding,,naked_mole_rat
RNU6-102P,ENSHGLG00000023277,ortholog_one2one,68.8679,U6,15,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
GPR37,ENSHGLG00000032710,ortholog_one2one,87.541,GPR37,14,protein_coding,G protein-coupled receptor 37 [Source:UniProtKB Gene Name;Acc:G5BZP6],naked_mole_rat
RIC1,ENSHGLG00000011155,ortholog_one2one,94.3741,RIC1,12,protein_coding,"RIC1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:17686]",naked_mole_rat
ZCCHC8,ENSHGLG00000040368,ortholog_one2one,78.2247,ZCCHC8,23,protein_coding,zinc finger CCHC-type containing 8 [Source:HGNC Symbol;Acc:HGNC:25265],naked_mole_rat
CYP4F22,ENSHGLG00000007762,ortholog_one2one,85.9206,CYP4F22,29,protein_coding,cytochrome P450 family 4 subfamily F member 22 [Source:HGNC Symbol;Acc:HGNC:26820],naked_mole_rat
SCG3,ENSHGLG00000015643,ortholog_one2one,66.2468,SGCG,11,protein_coding,sarcoglycan gamma [Source:HGNC Symbol;Acc:HGNC:10809],naked_mole_rat
GRHL3,ENSHGLG00000012928,ortholog_one2one,91.4614,GRHL3,7,protein_coding,grainyhead like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:25839],naked_mole_rat
CCDC186,ENSHGLG00000011565,ortholog_one2one,90.0109,CCDC186,13,protein_coding,coiled-coil domain containing 186 [Source:UniProtKB Gene Name;Acc:A0A0P6J1Y8],naked_mole_rat
RPP21,ENSHGLG00000045079,ortholog_one2one,61.5023,RPP21,OX090908.1,protein_coding,ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300],naked_mole_rat
KIF6,ENSHGLG00000017182,ortholog_one2one,83.9398,KIF6,13,protein_coding,kinesin family member 6 [Source:HGNC Symbol;Acc:HGNC:21202],naked_mole_rat
RNU6-393P,ENSHGLG00000041924,ortholog_one2one,92.4528,U6,3,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
KCTD2,ENSHGLG00000047503,ortholog_one2one,96.1977,KCTD2,20,protein_coding,potassium channel tetramerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21294],naked_mole_rat
TAS2R4,ENSHGLG00000039087,ortholog_one2one,72.9097,TAS2R4,25,protein_coding,taste 2 receptor member 4 [Source:UniProtKB Gene Name;Acc:A0A0P6JML4],naked_mole_rat
LIN37,ENSHGLG00000017906,ortholog_one2one,91.8699,LIN37,28,protein_coding,lin-37 DREAM MuvB core complex component [Source:UniProtKB Gene Name;Acc:G5BXN4],naked_mole_rat
MRPS18B,ENSHGLG00000019371,ortholog_one2one,66.4495,MRPS18B,OX090908.1,protein_coding,mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516],naked_mole_rat
POLR3A,ENSHGLG00000017899,ortholog_one2one,91.0068,POLR3A,13,protein_coding,RNA polymerase III subunit A [Source:HGNC Symbol;Acc:HGNC:30074],naked_mole_rat
CBX8,ENSHGLG00000011757,ortholog_one2one,94.9153,CBX8,20,protein_coding,chromobox 8 [Source:HGNC Symbol;Acc:HGNC:15962],naked_mole_rat
TNFSF14,ENSHGLG00000041682,ortholog_one2one,83.4025,TNFSF14,29,protein_coding,TNF superfamily member 14 [Source:UniProtKB Gene Name;Acc:G5C0N4],naked_mole_rat
ATP6V1G2,ENSHGLG00000032165,ortholog_one2one,80.4511,ATP6V1G2,OX090908.1,protein_coding,ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862],naked_mole_rat
DDAH2,ENSHGLG00000039122,ortholog_one2one,95.7747,DDAH2,13,protein_coding,"DDAH family member 2, ADMA-independent [Source:HGNC Symbol;Acc:HGNC:2716]",naked_mole_rat
PCTP,ENSHGLG00000013528,ortholog_one2one,82.381,PCTP,20,protein_coding,phosphatidylcholine transfer protein [Source:HGNC Symbol;Acc:HGNC:8752],naked_mole_rat
MRPS18B,ENSHGLG00000019371,ortholog_one2one,66.4495,MRPS18B,OX090908.1,protein_coding,mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516],naked_mole_rat
PSMA4,ENSHGLG00000000839,ortholog_one2one,100.0,PSMA4,27,protein_coding,proteasome 20S subunit alpha 4 [Source:UniProtKB Gene Name;Acc:A0A0P6JGW8],naked_mole_rat
VPS37B,ENSHGLG00000047038,ortholog_one2one,75.2266,VPS37B,23,protein_coding,VPS37B subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:25754],naked_mole_rat
ZNF416,ENSHGLG00000040549,ortholog_one2one,73.5495,,29,protein_coding,,naked_mole_rat
SCARB2,ENSHGLG00000017432,ortholog_one2one,86.6808,SCARB2,7,protein_coding,scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665],naked_mole_rat
TMPO,ENSHGLG00000041517,ortholog_one2one,84.0517,,13,protein_coding,,naked_mole_rat
FLOT1,ENSHGLG00000017161,ortholog_one2one,96.5432,FLOT1,OX090908.1,protein_coding,flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757],naked_mole_rat
IL36B,ENSHGLG00000006883,ortholog_one2one,62.4204,IL36B,4,protein_coding,interleukin 36 beta [Source:UniProtKB Gene Name;Acc:A0A0P6JMN5],naked_mole_rat
RING1,ENSHGLG00000019474,ortholog_one2one,98.25,RING1,13,protein_coding,ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:10018],naked_mole_rat
DNM3,ENSHGLG00000005733,ortholog_one2one,97.5834,DNM3,24,protein_coding,dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125],naked_mole_rat
CCHCR1,ENSHGLG00000011945,ortholog_one2one,77.8506,CCHCR1,OX090908.1,protein_coding,coiled-coil alpha-helical rod protein 1 [Source:HGNC Symbol;Acc:HGNC:13930],naked_mole_rat
RNU6-1267P,ENSHGLG00000038962,ortholog_one2one,73.8318,U6,8,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
DLX2,ENSHGLG00000043242,ortholog_one2one,65.6151,DLX2,3,protein_coding,distal-less homeobox 2 [Source:HGNC Symbol;Acc:HGNC:2915],naked_mole_rat
CLIC1,ENSHGLG00000012777,ortholog_one2one,97.9167,CLIC1,13,protein_coding,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062],naked_mole_rat
MREG,ENSHGLG00000040698,ortholog_one2one,82.0144,MREG,25,protein_coding,melanoregulin [Source:HGNC Symbol;Acc:HGNC:25478],naked_mole_rat
HAPLN4,ENSHGLG00000003896,ortholog_one2one,71.464,HAPLN4,29,protein_coding,hyaluronan and proteoglycan link protein 4 [Source:HGNC Symbol;Acc:HGNC:31357],naked_mole_rat
CEP55,ENSHGLG00000006591,ortholog_one2one,77.4468,CEP55,13,protein_coding,centrosomal protein 55 [Source:UniProtKB Gene Name;Acc:A0A0P6J9F1],naked_mole_rat
ARHGEF10,ENSHGLG00000003965,ortholog_one2one,79.8018,ARHGEF10,6,protein_coding,Rho guanine nucleotide exchange factor 10 [Source:HGNC Symbol;Acc:HGNC:14103],naked_mole_rat
MARCHF4,ENSHGLG00000016985,ortholog_one2one,91.5049,MARCHF4,25,protein_coding,membrane associated ring-CH-type finger 4 [Source:HGNC Symbol;Acc:HGNC:29269],naked_mole_rat
DNAJC9,ENSHGLG00000012672,ortholog_one2one,91.1538,DNAJC9,13,protein_coding,DnaJ heat shock protein family (Hsp40) member C9 [Source:UniProtKB Gene Name;Acc:G5C7G3],naked_mole_rat
BNC2,ENSHGLG00000009182,ortholog_one2one,89.5319,BNC2,12,protein_coding,basonuclin zinc finger protein 2 [Source:HGNC Symbol;Acc:HGNC:30988],naked_mole_rat
ZNF22,ENSHGLG00000035105,ortholog_one2one,65.5949,ZNF22,OX090908.1,protein_coding,zinc finger protein 22 [Source:UniProtKB Gene Name;Acc:A0A0P6JD94],naked_mole_rat
PIK3C2G,ENSHGLG00000006770,ortholog_one2one,80.6258,PIK3C2G,5,protein_coding,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma [Source:UniProtKB Gene Name;Acc:A0A0P6JBS9],naked_mole_rat
SCN1A,ENSHGLG00000008308,ortholog_one2one,98.0587,SCN1A,3,protein_coding,sodium voltage-gated channel alpha subunit 1 [Source:HGNC Symbol;Acc:HGNC:10585],naked_mole_rat
RPP30,ENSHGLG00000013072,ortholog_one2one,93.2836,,13,protein_coding,,naked_mole_rat
TAPBP,ENSHGLG00000017138,ortholog_one2one,77.8022,TAPBP,13,protein_coding,TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566],naked_mole_rat
POU6F2,ENSHGLG00000041492,ortholog_one2one,87.3381,POU6F2,1,protein_coding,POU class 6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21694],naked_mole_rat
OGFRL1,ENSHGLG00000033923,ortholog_one2one,73.2932,OGFRL1,22,protein_coding,opioid growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21378],naked_mole_rat
MSH5,ENSHGLG00000012630,ortholog_one2one,87.7214,MSH5,13,protein_coding,mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328],naked_mole_rat
PPP1R3G,ENSHGLG00000041006,ortholog_one2one,65.7492,PPP1R3G,9,protein_coding,protein phosphatase 1 regulatory subunit 3G [Source:HGNC Symbol;Acc:HGNC:14945],naked_mole_rat
ABL1,ENSHGLG00000011775,ortholog_one2one,90.7801,ABL1,12,protein_coding,"ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]",naked_mole_rat
BAG6,ENSHGLG00000012423,ortholog_one2one,94.0285,BAG6,OX090908.1,protein_coding,BAG cochaperone 6 [Source:HGNC Symbol;Acc:HGNC:13919],naked_mole_rat
CCDC182,ENSHGLG00000037062,ortholog_one2one,83.0065,CCDC182,20,protein_coding,coiled-coil domain containing 182 [Source:HGNC Symbol;Acc:HGNC:49392],naked_mole_rat
ATAT1,ENSHGLG00000019401,ortholog_one2one,86.8106,ATAT1,OX090908.1,protein_coding,alpha tubulin acetyltransferase 1 [Source:UniProtKB Gene Name;Acc:A0A0P6J525],naked_mole_rat
CA11,ENSHGLG00000013593,ortholog_one2one,86.8571,CA11,29,protein_coding,carbonic anhydrase 11 [Source:HGNC Symbol;Acc:HGNC:1370],naked_mole_rat
CPA2,ENSHGLG00000004207,ortholog_one2one,89.4484,CPA2,14,protein_coding,carboxypeptidase A2 [Source:HGNC Symbol;Acc:HGNC:2297],naked_mole_rat
WSCD2,ENSHGLG00000011862,ortholog_one2one,95.7447,,23,protein_coding,,naked_mole_rat
ABCA4,ENSHGLG00000016293,ortholog_one2one,87.5704,ABCA4,19,protein_coding,ATP binding cassette subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:34],naked_mole_rat
SURF6,ENSHGLG00000032558,ortholog_one2one,66.4122,,12,protein_coding,,naked_mole_rat
THEMIS,ENSHGLG00000034918,ortholog_one2one,79.9685,THEMIS,1,protein_coding,thymocyte selection associated [Source:HGNC Symbol;Acc:HGNC:21569],naked_mole_rat
CNNM1,ENSHGLG00000009827,ortholog_one2one,89.9898,CNNM1,13,protein_coding,cyclin and CBS domain divalent metal cation transport mediator 1 [Source:HGNC Symbol;Acc:HGNC:102],naked_mole_rat
ARHGAP8,ENSHGLG00000015769,ortholog_one2one,69.8969,ARHGAP8,5,protein_coding,Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677],naked_mole_rat
SNORD10,ENSHGLG00000023982,ortholog_one2one,74.8201,SNORD10,20,snoRNA,"small nucleolar RNA, C/D box 10 [Source:HGNC Symbol;Acc:HGNC:32706]",naked_mole_rat
SNORA67,ENSHGLG00000022239,ortholog_one2one,80.2817,SNORA67,20,snoRNA,"small nucleolar RNA, H/ACA box 67 [Source:HGNC Symbol;Acc:HGNC:10224]",naked_mole_rat
CPA4,ENSHGLG00000003441,ortholog_one2one,84.7981,CPA4,14,protein_coding,carboxypeptidase A4 [Source:HGNC Symbol;Acc:HGNC:15740],naked_mole_rat
WHRN,ENSHGLG00000016648,ortholog_one2one,87.5817,WHRN,12,protein_coding,whirlin [Source:HGNC Symbol;Acc:HGNC:16361],naked_mole_rat
MYL12B,ENSHGLG00000034781,ortholog_one2one,100.0,MYL12B,18,protein_coding,myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827],naked_mole_rat
NR2E1,ENSHGLG00000003792,ortholog_one2one,98.7013,NR2E1,1,protein_coding,nuclear receptor subfamily 2 group E member 1 [Source:HGNC Symbol;Acc:HGNC:7973],naked_mole_rat
KIAA1549L,ENSHGLG00000013910,ortholog_one2one,80.2797,,22,protein_coding,,naked_mole_rat
OR1P1,ENSHGLG00000011959,ortholog_one2one,82.5397,,20,protein_coding,,naked_mole_rat
ANGEL1,ENSHGLG00000019080,ortholog_one2one,81.1268,ANGEL1,26,protein_coding,angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961],naked_mole_rat
TMEM97,ENSHGLG00000018948,ortholog_one2one,60.7306,TMEM97,20,protein_coding,transmembrane protein 97 [Source:HGNC Symbol;Acc:HGNC:28106],naked_mole_rat
KIAA1217,ENSHGLG00000008277,ortholog_one2one,77.2923,KIAA1217,8,protein_coding,KIAA1217 [Source:HGNC Symbol;Acc:HGNC:25428],naked_mole_rat
SP1,ENSHGLG00000001375,ortholog_one2one,60.0851,AMHR2,17,protein_coding,anti-Mullerian hormone receptor type 2 [Source:UniProtKB Gene Name;Acc:A0A0P6JCY2],naked_mole_rat
CEP192,ENSHGLG00000039664,ortholog_one2one,65.5489,CEP192,18,protein_coding,centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515],naked_mole_rat
RAB3D,ENSHGLG00000015577,ortholog_one2one,71.5278,RAB3D,29,protein_coding,"RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9779]",naked_mole_rat
BLOC1S5,ENSHGLG00000050190,ortholog_one2one,69.0909,BLOC1S5,9,protein_coding,biogenesis of lysosomal organelles complex 1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:18561],naked_mole_rat
MSH5-SAPCD1,ENSHGLG00000012630,ortholog_one2one,87.7214,MSH5,13,protein_coding,mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328],naked_mole_rat
MEST,ENSHGLG00000009652,ortholog_one2one,98.806,MEST,14,protein_coding,mesoderm specific transcript [Source:UniProtKB Gene Name;Acc:A0A0P6JJB1],naked_mole_rat
PDE6A,ENSHGLG00000006466,ortholog_one2one,94.3023,PDE6A,6,protein_coding,phosphodiesterase 6A [Source:HGNC Symbol;Acc:HGNC:8785],naked_mole_rat
PRRC2C,ENSHGLG00000005357,ortholog_one2one,90.2371,PRRC2C,24,protein_coding,proline rich coiled-coil 2C [Source:HGNC Symbol;Acc:HGNC:24903],naked_mole_rat
SPPL2C,ENSHGLG00000020140,ortholog_one2one,69.2197,SPPL2C,20,protein_coding,signal peptide peptidase like 2C [Source:UniProtKB Gene Name;Acc:A0A0P6IWM8],naked_mole_rat
RBMS2,ENSHGLG00000018238,ortholog_one2one,94.8148,RBMS2,17,protein_coding,RNA binding motif single stranded interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9909],naked_mole_rat
FAM117A,ENSHGLG00000013356,ortholog_one2one,84.4898,FAM117A,20,protein_coding,family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179],naked_mole_rat
OR10V1,ENSHGLG00000020837,ortholog_one2one,82.2006,OR10V1,22,protein_coding,olfactory receptor family 10 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:15136],naked_mole_rat
DLGAP5,ENSHGLG00000014601,ortholog_one2one,63.2282,,2,protein_coding,,naked_mole_rat
TRIM10,ENSHGLG00000019234,ortholog_one2one,79.7495,TRIM10,OX090908.1,protein_coding,tripartite motif containing 10 [Source:HGNC Symbol;Acc:HGNC:10072],naked_mole_rat
CYP2F1,ENSHGLG00000002623,ortholog_one2one,61.6915,,28,protein_coding,,naked_mole_rat
TRIM32,ENSHGLG00000018840,ortholog_one2one,97.5498,TRIM32,12,protein_coding,tripartite motif containing 32 [Source:UniProtKB Gene Name;Acc:A0A0P6K173],naked_mole_rat
PRDM6,ENSHGLG00000015857,ortholog_one2one,94.5017,PRDM6,6,protein_coding,PR/SET domain 6 [Source:HGNC Symbol;Acc:HGNC:9350],naked_mole_rat
IGDCC3,ENSHGLG00000006674,ortholog_one2one,87.6419,IGDCC3,27,protein_coding,immunoglobulin superfamily DCC subclass member 3 [Source:HGNC Symbol;Acc:HGNC:9700],naked_mole_rat
SLC22A3,ENSHGLG00000017477,ortholog_one2one,92.7273,,1,protein_coding,,naked_mole_rat
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
HINT3,ENSHGLG00000041327,ortholog_one2one,61.4035,HINT3,1,protein_coding,histidine triad nucleotide binding protein 3 [Source:HGNC Symbol;Acc:HGNC:18468],naked_mole_rat
VWA7,ENSHGLG00000012234,ortholog_one2one,79.3633,VWA7,13,protein_coding,von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939],naked_mole_rat
GCLC,ENSHGLG00000002259,ortholog_one2one,93.9062,Gclc,1,protein_coding,glutamate-cysteine ligase catalytic subunit [Source:NCBI gene (formerly Entrezgene);Acc:101718793],naked_mole_rat
TRIP13,ENSHGLG00000009370,ortholog_one2one,80.4436,TRIP13,OX090908.1,protein_coding,thyroid hormone receptor interactor 13 [Source:HGNC Symbol;Acc:HGNC:12307],naked_mole_rat
CYTIP,ENSHGLG00000049755,ortholog_one2one,84.1226,CYTIP,3,protein_coding,cytohesin 1 interacting protein [Source:UniProtKB Gene Name;Acc:A0A0P6JWK5],naked_mole_rat
RNU6-1313P,ENSHGLG00000024371,ortholog_one2one,61.9048,U6,27,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
DLX3,ENSHGLG00000013267,ortholog_one2one,99.3031,DLX3,20,protein_coding,distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916],naked_mole_rat
NDUFAF8,ENSHGLG00000009200,ortholog_one2one,87.8378,NDUFAF8,20,protein_coding,NADH:ubiquinone oxidoreductase complex assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:33551],naked_mole_rat
