nmr_gene_name,human_gene_acc,orthology_type,perc_id,human_gene_name,chromosome,biotype,description,species
PRKACB,ENSG00000142875,ortholog_one2one,95.2261,PRKACB,1,protein_coding,protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381],human
TRIP10,ENSG00000125733,ortholog_one2one,93.178,TRIP10,19,protein_coding,thyroid hormone receptor interactor 10 [Source:HGNC Symbol;Acc:HGNC:12304],human
GPR108,ENSG00000125734,ortholog_one2one,83.0571,GPR108,19,protein_coding,G protein-coupled receptor 108 [Source:HGNC Symbol;Acc:HGNC:17829],human
TTLL7,ENSG00000137941,ortholog_one2one,94.363,TTLL7,1,protein_coding,tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242],human
COX20,ENSG00000203667,ortholog_one2one,82.2034,COX20,1,protein_coding,cytochrome c oxidase assembly factor COX20 [Source:HGNC Symbol;Acc:HGNC:26970],human
PTGFR,ENSG00000122420,ortholog_one2one,92.4791,PTGFR,1,protein_coding,prostaglandin F receptor [Source:HGNC Symbol;Acc:HGNC:9600],human
GIPC2,ENSG00000137960,ortholog_one2one,80.6349,GIPC2,1,protein_coding,GIPC PDZ domain containing family member 2 [Source:HGNC Symbol;Acc:HGNC:18177],human
DNAJB4,ENSG00000162616,ortholog_one2one,97.9229,DNAJB4,1,protein_coding,DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886],human
TMEM121,ENSG00000184986,ortholog_one2one,92.79,TMEM121,14,protein_coding,transmembrane protein 121 [Source:HGNC Symbol;Acc:HGNC:20511],human
NEXN,ENSG00000162614,ortholog_one2one,91.5556,NEXN,1,protein_coding,nexilin F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:29557],human
MIGA1,ENSG00000180488,ortholog_one2one,90.1667,MIGA1,1,protein_coding,mitoguardin 1 [Source:HGNC Symbol;Acc:HGNC:24741],human
ADCK3,ENSG00000163050,ortholog_one2one,89.0263,COQ8A,1,protein_coding,coenzyme Q8A [Source:HGNC Symbol;Acc:HGNC:16812],human
SDCCAG8,ENSG00000054282,ortholog_one2one,79.6634,SDCCAG8,1,protein_coding,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],human
TNNI3K,ENSG00000116783,ortholog_one2one,83.2335,TNNI3K,1,protein_coding,TNNI3 interacting kinase [Source:HGNC Symbol;Acc:HGNC:19661],human
TM9SF1,ENSG00000100926,ortholog_one2one,97.0297,TM9SF1,14,protein_coding,transmembrane 9 superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:11864],human
IPO4,ENSG00000196497,ortholog_one2one,89.4542,IPO4,14,protein_coding,importin 4 [Source:HGNC Symbol;Acc:HGNC:19426],human
AKT3,ENSG00000117020,ortholog_one2one,96.8685,AKT3,1,protein_coding,AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393],human
ST6GALNAC3,ENSG00000184005,ortholog_one2one,94.7541,ST6GALNAC3,1,protein_coding,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:19343]",human
REC8,ENSG00000100918,ortholog_one2one,84.8263,REC8,14,protein_coding,REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:16879],human
MIER2,ENSG00000105556,ortholog_one2one,82.3853,MIER2,19,protein_coding,MIER family member 2 [Source:HGNC Symbol;Acc:HGNC:29210],human
LPAR3,ENSG00000171517,ortholog_one2one,92.6346,LPAR3,1,protein_coding,lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298],human
SMIM7,ENSG00000214046,ortholog_one2one,98.6667,SMIM7,19,protein_coding,small integral membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:28419],human
TMEM38A,ENSG00000072954,ortholog_one2one,71.2375,TMEM38A,19,protein_coding,transmembrane protein 38A [Source:HGNC Symbol;Acc:HGNC:28462],human
SPPL2B,ENSG00000005206,ortholog_one2one,84.2905,SPPL2B,19,protein_coding,signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627],human
LSM7,ENSG00000130332,ortholog_one2one,98.0583,LSM7,19,protein_coding,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20470]",human
TNN,ENSG00000120332,ortholog_one2one,82.0631,TNN,1,protein_coding,tenascin N [Source:HGNC Symbol;Acc:HGNC:22942],human
AES,ENSG00000104964,ortholog_one2one,100.0,TLE5,19,protein_coding,"TLE family member 5, transcriptional modulator [Source:HGNC Symbol;Acc:HGNC:307]",human
TPGS1,ENSG00000141933,ortholog_one2one,86.2069,TPGS1,19,protein_coding,tubulin polyglutamylase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25058],human
CIMAP1D,ENSG00000181781,ortholog_one2one,70.5882,CIMAP1D,19,protein_coding,CIMAP1 family member D [Source:HGNC Symbol;Acc:HGNC:26841],human
SSX2IP,ENSG00000117155,ortholog_one2one,93.3225,SSX2IP,1,protein_coding,SSX family member 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:16509],human
CREB3L3,ENSG00000060566,ortholog_one2one,67.462,CREB3L3,19,protein_coding,cAMP responsive element binding protein 3 like 3 [Source:HGNC Symbol;Acc:HGNC:18855],human
CENPL,ENSG00000120334,ortholog_one2one,88.6628,CENPL,1,protein_coding,centromere protein L [Source:HGNC Symbol;Acc:HGNC:17879],human
CTBS,ENSG00000117151,ortholog_one2one,85.7143,CTBS,1,protein_coding,chitobiase [Source:HGNC Symbol;Acc:HGNC:2496],human
SIRT6,ENSG00000077463,ortholog_one2one,87.6056,SIRT6,19,protein_coding,sirtuin 6 [Source:HGNC Symbol;Acc:HGNC:14934],human
SPATA1,ENSG00000122432,ortholog_one2one,75.0,SPATA1,1,protein_coding,spermatogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:14682],human
DARS2,ENSG00000117593,ortholog_one2one,88.062,DARS2,1,protein_coding,"aspartyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25538]",human
GNG5,ENSG00000133136,ortholog_one2one,94.1176,GNG5B,X,protein_coding,G protein subunit gamma 5B [Source:HGNC Symbol;Acc:HGNC:24826],human
ANKRD24,ENSG00000089847,ortholog_one2one,77.9232,ANKRD24,19,protein_coding,ankyrin repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:29424],human
RPF1,ENSG00000117133,ortholog_one2one,91.404,RPF1,1,protein_coding,ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350],human
ZBTB37,ENSG00000185278,ortholog_one2one,97.4155,ZBTB37,1,protein_coding,zinc finger and BTB domain containing 37 [Source:HGNC Symbol;Acc:HGNC:28365],human
SERPINC1,ENSG00000117601,ortholog_one2one,88.3621,SERPINC1,1,protein_coding,serpin family C member 1 [Source:HGNC Symbol;Acc:HGNC:775],human
RC3H1,ENSG00000135870,ortholog_one2one,94.6161,RC3H1,1,protein_coding,ring finger and CCCH-type domains 1 [Source:HGNC Symbol;Acc:HGNC:29434],human
DNASE2B,ENSG00000137976,ortholog_one2one,83.6565,DNASE2B,1,protein_coding,deoxyribonuclease 2 beta [Source:HGNC Symbol;Acc:HGNC:28875],human
AP1M1,ENSG00000072958,ortholog_one2one,96.6903,AP1M1,19,protein_coding,adaptor related protein complex 1 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:13667],human
ASB17,ENSG00000154007,ortholog_one2one,79.661,ASB17,1,protein_coding,ankyrin repeat and SOCS box containing 17 [Source:HGNC Symbol;Acc:HGNC:19769],human
FCER2,ENSG00000104921,ortholog_one2one,61.9938,FCER2,19,protein_coding,Fc epsilon receptor II [Source:HGNC Symbol;Acc:HGNC:3612],human
MCOLN3,ENSG00000055732,ortholog_one2one,93.6709,MCOLN3,1,protein_coding,mucolipin TRP cation channel 3 [Source:HGNC Symbol;Acc:HGNC:13358],human
GPR52,ENSG00000203737,ortholog_one2one,96.3989,GPR52,1,protein_coding,G protein-coupled receptor 52 [Source:HGNC Symbol;Acc:HGNC:4508],human
MSH4,ENSG00000057468,ortholog_one2one,89.9573,MSH4,1,protein_coding,mutS homolog 4 [Source:HGNC Symbol;Acc:HGNC:7327],human
RABGGTB,ENSG00000137955,ortholog_one2one,97.281,RABGGTB,1,protein_coding,Rab geranylgeranyltransferase subunit beta [Source:HGNC Symbol;Acc:HGNC:9796],human
TRAPPC5,ENSG00000181029,ortholog_one2one,99.4681,TRAPPC5,19,protein_coding,trafficking protein particle complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:23067],human
SYDE2,ENSG00000097096,ortholog_one2one,83.0821,SYDE2,1,protein_coding,synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841],human
USP33,ENSG00000077254,ortholog_one2one,96.2678,USP33,1,protein_coding,ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:HGNC:20059],human
MRPS14,ENSG00000120333,ortholog_one2one,82.8125,MRPS14,1,protein_coding,mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:14049],human
KIAA0040,ENSG00000235750,ortholog_one2one,79.798,KIAA0040,1,protein_coding,KIAA0040 [Source:HGNC Symbol;Acc:HGNC:28950],human
ZZZ3,ENSG00000036549,ortholog_one2one,90.144,ZZZ3,1,protein_coding,zinc finger ZZ-type containing 3 [Source:HGNC Symbol;Acc:HGNC:24523],human
TNR,ENSG00000116147,ortholog_one2one,93.4462,TNR,1,protein_coding,tenascin R [Source:HGNC Symbol;Acc:HGNC:11953],human
AK5,ENSG00000154027,ortholog_one2one,85.4093,AK5,1,protein_coding,adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365],human
COP1,ENSG00000143207,ortholog_one2one,97.4008,COP1,1,protein_coding,COP1 E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:17440],human
PIGK,ENSG00000142892,ortholog_one2one,92.4051,PIGK,1,protein_coding,phosphatidylinositol glycan anchor biosynthesis class K [Source:HGNC Symbol;Acc:HGNC:8965],human
LHX8,ENSG00000162624,ortholog_one2one,97.1098,LHX8,1,protein_coding,LIM homeobox 8 [Source:HGNC Symbol;Acc:HGNC:28838],human
ACADM,ENSG00000117054,ortholog_one2one,86.6983,ACADM,1,protein_coding,acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89],human
SLC44A5,ENSG00000137968,ortholog_one2one,75.3138,SLC44A5,1,protein_coding,solute carrier family 44 member 5 [Source:HGNC Symbol;Acc:HGNC:28524],human
TYW3,ENSG00000162623,ortholog_one2one,81.4672,TYW3,1,protein_coding,tRNA-yW synthesizing protein 3 homolog [Source:HGNC Symbol;Acc:HGNC:24757],human
ZBTB18,ENSG00000179456,ortholog_one2one,99.6234,ZBTB18,1,protein_coding,zinc finger and BTB domain containing 18 [Source:HGNC Symbol;Acc:HGNC:13030],human
LRIT1,ENSG00000148602,ortholog_one2one,77.0465,LRIT1,10,protein_coding,"leucine rich repeat, Ig-like and transmembrane domains 1 [Source:HGNC Symbol;Acc:HGNC:23404]",human
CRYZ,ENSG00000116791,ortholog_one2one,82.9787,CRYZ,1,protein_coding,crystallin zeta [Source:HGNC Symbol;Acc:HGNC:2419],human
GTPBP3,ENSG00000130299,ortholog_one2one,78.252,GTPBP3,19,protein_coding,"GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]",human
LRIT2,ENSG00000204033,ortholog_one2one,63.2727,LRIT2,10,protein_coding,"leucine rich repeat, Ig-like and transmembrane domains 2 [Source:HGNC Symbol;Acc:HGNC:23443]",human
RAB3A,ENSG00000105649,ortholog_one2one,100.0,RAB3A,19,protein_coding,"RAB3A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9777]",human
WDR63,ENSG00000162643,ortholog_one2one,84.2873,DNAI3,1,protein_coding,dynein axonemal intermediate chain 3 [Source:HGNC Symbol;Acc:HGNC:30711],human
IFI30,ENSG00000216490,ortholog_one2one,62.4,IFI30,19,protein_coding,IFI30 lysosomal thiol reductase [Source:HGNC Symbol;Acc:HGNC:5398],human
MAST3,ENSG00000099308,ortholog_one2one,80.7721,MAST3,19,protein_coding,microtubule associated serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19036],human
CRY1,ENSG00000008405,ortholog_one2one,95.0512,CRY1,12,protein_coding,cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384],human
SNORD45B,ENSG00000201487,ortholog_one2one,87.5,SNORD45B,1,snoRNA,"small nucleolar RNA, C/D box 45B [Source:HGNC Symbol;Acc:HGNC:10185]",human
MTERFD3,ENSG00000120832,ortholog_one2one,76.3636,MTERF2,12,protein_coding,mitochondrial transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:30779],human
SNORD45C,ENSG00000206620,ortholog_one2one,96.2025,SNORD45C,1,snoRNA,"small nucleolar RNA, C/D box 45C [Source:HGNC Symbol;Acc:HGNC:32720]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
SNORA47,ENSG00000238961,ortholog_one2one,80.4348,SNORA47,5,snoRNA,"small nucleolar RNA, H/ACA box 47 [Source:HGNC Symbol;Acc:HGNC:32640]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
ASCL1,ENSG00000139352,ortholog_one2one,82.6271,ASCL1,12,protein_coding,achaete-scute family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:738],human
ZNF414,ENSG00000133250,ortholog_one2one,85.641,ZNF414,19,protein_coding,zinc finger protein 414 [Source:HGNC Symbol;Acc:HGNC:20630],human
SNORD24,ENSG00000206611,ortholog_one2one,90.6667,SNORD24,9,snoRNA,"small nucleolar RNA, C/D box 24 [Source:HGNC Symbol;Acc:HGNC:10146]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
ZBTB7A,ENSG00000178951,ortholog_one2one,93.1507,ZBTB7A,19,protein_coding,zinc finger and BTB domain containing 7A [Source:HGNC Symbol;Acc:HGNC:18078],human
DAPK3,ENSG00000167657,ortholog_one2one,94.9339,DAPK3,19,protein_coding,death associated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:2676],human
TNFSF14,ENSG00000125735,ortholog_one2one,83.75,TNFSF14,19,protein_coding,TNF superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11930],human
SAFB,ENSG00000160633,ortholog_one2one,86.0414,SAFB,19,protein_coding,scaffold attachment factor B [Source:HGNC Symbol;Acc:HGNC:10520],human
MICOS13,ENSG00000174917,ortholog_one2one,66.1017,MICOS13,19,protein_coding,mitochondrial contact site and cristae organizing system subunit 13 [Source:HGNC Symbol;Acc:HGNC:33702],human
LONP1,ENSG00000196365,ortholog_one2one,80.7091,LONP1,19,protein_coding,"lon peptidase 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:9479]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
Metazoa_SRP,ENSG00000240347,ortholog_one2one,68.4931,RN7SL35P,7,misc_RNA,"RNA, 7SL, cytoplasmic 35, pseudogene [Source:HGNC Symbol;Acc:HGNC:46051]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
PRDM4,ENSG00000110851,ortholog_one2one,93.7578,PRDM4,12,protein_coding,PR/SET domain 4 [Source:HGNC Symbol;Acc:HGNC:9348],human
SCN8A,ENSG00000196876,ortholog_one2one,89.2424,SCN8A,12,protein_coding,sodium voltage-gated channel alpha subunit 8 [Source:HGNC Symbol;Acc:HGNC:10596],human
PPP3CA,ENSG00000138814,ortholog_one2one,99.2322,PPP3CA,4,protein_coding,protein phosphatase 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9314],human
ADAMTS10,ENSG00000142303,ortholog_one2one,94.5603,ADAMTS10,19,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 10 [Source:HGNC Symbol;Acc:HGNC:13201],human
AIMP1,ENSG00000164022,ortholog_one2one,84.2949,AIMP1,4,protein_coding,aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:HGNC:10648],human
CNN1,ENSG00000130176,ortholog_one2one,75.7576,CNN1,19,protein_coding,calponin 1 [Source:HGNC Symbol;Acc:HGNC:2155],human
TBCK,ENSG00000145348,ortholog_one2one,89.1377,TBCK,4,protein_coding,TBC1 domain containing kinase [Source:HGNC Symbol;Acc:HGNC:28261],human
ECSIT,ENSG00000130159,ortholog_one2one,72.1578,ECSIT,19,protein_coding,ECSIT signaling integrator [Source:HGNC Symbol;Acc:HGNC:29548],human
ZNF653,ENSG00000161914,ortholog_one2one,92.1951,ZNF653,19,protein_coding,zinc finger protein 653 [Source:HGNC Symbol;Acc:HGNC:25196],human
PRKCSH,ENSG00000130175,ortholog_one2one,75.7009,PRKCSH,19,protein_coding,PRKCSH beta subunit of glucosidase II [Source:HGNC Symbol;Acc:HGNC:9411],human
ODAD3,ENSG00000198003,ortholog_one2one,72.1008,ODAD3,19,protein_coding,outer dynein arm docking complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:28303],human
GSTCD,ENSG00000138780,ortholog_one2one,85.94,GSTCD,4,protein_coding,glutathione S-transferase C-terminal domain containing [Source:HGNC Symbol;Acc:HGNC:25806],human
LINGO3,ENSG00000220008,ortholog_one2one,93.0743,LINGO3,19,protein_coding,leucine rich repeat and Ig domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21206],human
INTS12,ENSG00000138785,ortholog_one2one,90.9091,INTS12,4,protein_coding,integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067],human
C2CD4C,ENSG00000183186,ortholog_one2one,87.4109,C2CD4C,19,protein_coding,C2 calcium dependent domain containing 4C [Source:HGNC Symbol;Acc:HGNC:29417],human
LPAR2,ENSG00000064547,ortholog_one2one,93.1034,LPAR2,19,protein_coding,lysophosphatidic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:3168],human
TIFA,ENSG00000145365,ortholog_one2one,80.4348,TIFA,4,protein_coding,TRAF interacting protein with forkhead associated domain [Source:HGNC Symbol;Acc:HGNC:19075],human
ALPK1,ENSG00000073331,ortholog_one2one,63.2637,ALPK1,4,protein_coding,alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:20917],human
ENPEP,ENSG00000138792,ortholog_one2one,75.6531,ENPEP,4,protein_coding,glutamyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:3355],human
RPL34,ENSG00000109475,ortholog_one2one,83.7607,RPL34,4,protein_coding,ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:10340],human
GIMD1,ENSG00000250298,ortholog_one2one,74.6544,GIMD1,4,protein_coding,GIMAP family P-loop NTPase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:44141],human
PPA2,ENSG00000138777,ortholog_one2one,61.6766,PPA2,4,protein_coding,inorganic pyrophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:28883],human
SLC39A8,ENSG00000138821,ortholog_one2one,82.8261,SLC39A8,4,protein_coding,solute carrier family 39 member 8 [Source:HGNC Symbol;Acc:HGNC:20862],human
FZR1,ENSG00000105325,ortholog_one2one,98.783,FZR1,19,protein_coding,fizzy and cell division cycle 20 related 1 [Source:HGNC Symbol;Acc:HGNC:24824],human
HMG20B,ENSG00000064961,ortholog_one2one,95.2681,HMG20B,19,protein_coding,high mobility group 20B [Source:HGNC Symbol;Acc:HGNC:5002],human
BANK1,ENSG00000153064,ortholog_one2one,63.6943,BANK1,4,protein_coding,B cell scaffold protein with ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:18233],human
BDH2,ENSG00000164039,ortholog_one2one,90.6122,BDH2,4,protein_coding,3-hydroxybutyrate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:32389],human
SLC9B2,ENSG00000164038,ortholog_one2one,69.2737,SLC9B2,4,protein_coding,solute carrier family 9 member B2 [Source:HGNC Symbol;Acc:HGNC:25143],human
LARP7,ENSG00000174720,ortholog_one2one,85.567,LARP7,4,protein_coding,"La ribonucleoprotein 7, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:24912]",human
GJA3,ENSG00000121743,ortholog_one2one,64.5977,GJA3,13,protein_coding,gap junction protein alpha 3 [Source:HGNC Symbol;Acc:HGNC:4277],human
CCDC124,ENSG00000007080,ortholog_one2one,88.3408,CCDC124,19,protein_coding,coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171],human
S1PR4,ENSG00000125910,ortholog_one2one,83.5938,S1PR4,19,protein_coding,sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170],human
GNA15,ENSG00000060558,ortholog_one2one,93.3155,GNA15,19,protein_coding,G protein subunit alpha 15 [Source:HGNC Symbol;Acc:HGNC:4383],human
PRTN3,ENSG00000196415,ortholog_one2one,67.5781,PRTN3,19,protein_coding,proteinase 3 [Source:HGNC Symbol;Acc:HGNC:9495],human
PLPPR3,ENSG00000129951,ortholog_one2one,88.5794,PLPPR3,19,protein_coding,phospholipid phosphatase related 3 [Source:HGNC Symbol;Acc:HGNC:23497],human
GJB2,ENSG00000165474,ortholog_one2one,92.9204,GJB2,13,protein_coding,gap junction protein beta 2 [Source:HGNC Symbol;Acc:HGNC:4284],human
KATNAL1,ENSG00000102781,ortholog_one2one,97.7551,KATNAL1,13,protein_coding,katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361],human
PTBP1,ENSG00000011304,ortholog_one2one,98.7433,PTBP1,19,protein_coding,polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583],human
GJB6,ENSG00000121742,ortholog_one2one,94.2529,GJB6,13,protein_coding,gap junction protein beta 6 [Source:HGNC Symbol;Acc:HGNC:4288],human
LYPLAL1,ENSG00000143353,ortholog_one2one,84.8101,LYPLAL1,1,protein_coding,lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440],human
PLD5,ENSG00000180287,ortholog_one2one,94.5896,PLD5,1,protein_coding,phospholipase D family member 5 [Source:HGNC Symbol;Acc:HGNC:26879],human
PRDM13,ENSG00000112238,ortholog_one2one,88.1188,PRDM13,6,protein_coding,PR/SET domain 13 [Source:HGNC Symbol;Acc:HGNC:13998],human
CRYL1,ENSG00000165475,ortholog_one2one,85.5799,CRYL1,13,protein_coding,crystallin lambda 1 [Source:HGNC Symbol;Acc:HGNC:18246],human
SIM1,ENSG00000112246,ortholog_one2one,97.6501,SIM1,6,protein_coding,SIM bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882],human
TGFB2,ENSG00000092969,ortholog_one2one,94.9275,TGFB2,1,protein_coding,transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768],human
RPL18A,ENSG00000105640,ortholog_one2one,98.8636,RPL18A,19,protein_coding,ribosomal protein L18a [Source:HGNC Symbol;Acc:HGNC:10311],human
ASCC3,ENSG00000112249,ortholog_one2one,93.7784,ASCC3,6,protein_coding,activating signal cointegrator 1 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:18697],human
IFT88,ENSG00000032742,ortholog_one2one,90.534,IFT88,13,protein_coding,intraflagellar transport 88 [Source:HGNC Symbol;Acc:HGNC:20606],human
JAK3,ENSG00000105639,ortholog_one2one,81.9395,JAK3,19,protein_coding,Janus kinase 3 [Source:HGNC Symbol;Acc:HGNC:6193],human
IL17D,ENSG00000172458,ortholog_one2one,87.1287,IL17D,13,protein_coding,interleukin 17D [Source:HGNC Symbol;Acc:HGNC:5984],human
XPO4,ENSG00000132953,ortholog_one2one,99.5656,XPO4,13,protein_coding,exportin 4 [Source:HGNC Symbol;Acc:HGNC:17796],human
FUT9,ENSG00000172461,ortholog_one2one,98.8858,FUT9,6,protein_coding,fucosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4020],human
ANGEL2,ENSG00000174606,ortholog_one2one,92.6471,ANGEL2,1,protein_coding,angel homolog 2 [Source:HGNC Symbol;Acc:HGNC:30534],human
NENF,ENSG00000117691,ortholog_one2one,92.4419,NENF,1,protein_coding,neudesin neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:30384],human
USE1,ENSG00000053501,ortholog_one2one,74.9035,USE1,19,protein_coding,unconventional SNARE in the ER 1 [Source:HGNC Symbol;Acc:HGNC:30882],human
TMEM206,ENSG00000065600,ortholog_one2one,90.2857,PACC1,1,protein_coding,proton activated chloride channel 1 [Source:HGNC Symbol;Acc:HGNC:25593],human
SAP18,ENSG00000150459,ortholog_one2one,87.2093,SAP18,13,protein_coding,Sin3A associated protein 18 [Source:HGNC Symbol;Acc:HGNC:10530],human
FHL5,ENSG00000112214,ortholog_one2one,85.5634,FHL5,6,protein_coding,four and a half LIM domains 5 [Source:HGNC Symbol;Acc:HGNC:17371],human
GPR63,ENSG00000112218,ortholog_one2one,93.3174,GPR63,6,protein_coding,G protein-coupled receptor 63 [Source:HGNC Symbol;Acc:HGNC:13302],human
MRP63,ENSG00000173141,ortholog_one2one,81.3726,MRPL57,13,protein_coding,mitochondrial ribosomal protein L57 [Source:HGNC Symbol;Acc:HGNC:14514],human
ZDHHC20,ENSG00000180776,ortholog_one2one,90.9589,ZDHHC20,13,protein_coding,zinc finger DHHC-type palmitoyltransferase 20 [Source:HGNC Symbol;Acc:HGNC:20749],human
RAB3GAP2,ENSG00000118873,ortholog_one2one,79.8995,RAB3GAP2,1,protein_coding,RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168],human
KLHL32,ENSG00000186231,ortholog_one2one,98.871,KLHL32,6,protein_coding,kelch like family member 32 [Source:HGNC Symbol;Acc:HGNC:21221],human
