heterocephalus_glaber_female_gene,homo_sapiens_gene,orthology_type,perc_id,dn_ds
KCNA3,ENSG00000177272,ortholog_one2one,94.7826,
KCNA2,ENSG00000177301,ortholog_one2one,99.5992,
TM4SF18,ENSG00000163762,ortholog_one2one,86.0696,
KDM5A,ENSG00000010379,ortholog_one2one,88.0399,
SYPL2,ENSG00000143028,ortholog_one2one,93.3824,
ALKBH6,ENSG00000239382,ortholog_one2one,91.5966,
SPATC1,ENSG00000186583,ortholog_one2one,68.3587,
PROX2,ENSG00000119608,ortholog_one2one,70.2703,
AMPD1,ENSG00000116748,ortholog_one2one,92.905,
TM4SF1,ENSG00000169908,ortholog_one2one,86.1386,
SYNE4,ENSG00000181392,ortholog_one2one,69.0594,
MLH3,ENSG00000119684,ortholog_one2one,80.4542,
PDCD2L,ENSG00000126249,ortholog_one2one,77.3743,
PAK4,ENSG00000130669,ortholog_one2one,93.7394,
DDX20,ENSG00000064703,ortholog_one2one,85.3155,
WTIP,ENSG00000142279,ortholog_one2one,50.9302,
ZC2HC1C,ENSG00000119703,ortholog_one2one,70.3947,
CP,ENSG00000047457,ortholog_one2one,87.3239,
FAM212B,ENSG00000197852,ortholog_one2one,83.8384,
SLC26A6,ENSG00000225697,ortholog_one2one,77.4704,
HPS3,ENSG00000163755,ortholog_one2one,85.5578,
EIF2B2,ENSG00000119718,ortholog_one2one,96.8661,
RAP1A,ENSG00000116473,ortholog_one2one,100.0,
PSEN1,ENSG00000080815,ortholog_one2one,95.2891,
TMEM89,ENSG00000183396,ortholog_one2one,56.6038,
UQCRC1,ENSG00000010256,ortholog_one2one,85.0,
FBXO25,ENSG00000147364,ortholog_one2one,84.0782,
ADORA3,ENSG00000282608,ortholog_one2one,73.8994,
HLTF,ENSG00000071794,ortholog_one2one,89.6928,
NELFB,ENSG00000188986,ortholog_one2one,85.1911,
WDR77,ENSG00000116455,ortholog_one2one,90.0585,
CIMIP2A,ENSG00000188163,ortholog_one2one,62.776,
TANGO6,ENSG00000103047,ortholog_one2one,87.9342,
PAPLN,ENSG00000100767,ortholog_one2one,74.4914,
TUBB4B,ENSG00000188229,ortholog_one2one,99.7753,
SLC34A3,ENSG00000198569,ortholog_one2one,78.1302,
RNF208,ENSG00000212864,ortholog_one2one,85.4406,
CPA3,ENSG00000163751,ortholog_one2one,85.8513,
STRIP1,ENSG00000143093,ortholog_one2one,97.9689,
CES4A,ENSG00000172824,ortholog_one2one,60.4278,
CPB1,ENSG00000153002,ortholog_one2one,81.5348,
NUMB,ENSG00000133961,ortholog_one2one,93.8556,
CELSR2,ENSG00000143126,ortholog_one2one,95.8604,
CCDC177,ENSG00000267909,ortholog_one2one,90.6648,
CRP,ENSG00000132693,ortholog_one2one,72.7679,
PNMA1,ENSG00000176903,ortholog_one2one,92.3513,
APCS,ENSG00000132703,ortholog_one2one,78.0269,
ATG14,ENSG00000126775,ortholog_one2one,93.4959,
HAS3,ENSG00000103044,ortholog_one2one,97.2875,
TBPL2,ENSG00000182521,ortholog_one2one,67.0554,
SARS,ENSG00000031698,ortholog_one2one,94.5525,
FCER1A,ENSG00000179639,ortholog_one2one,58.3658,
PLEKHF1,ENSG00000166289,ortholog_one2one,89.2473,
DERPC,ENSG00000286140,ortholog_one2one,89.313,
PRMT6,ENSG00000198890,ortholog_one2one,94.6667,
URI1,ENSG00000105176,ortholog_one2one,80.3738,
TRIM33,ENSG00000197323,ortholog_one2one,98.4916,
Pfkfb4,ENSG00000114268,ortholog_one2one,98.9339,
ACP7,ENSG00000183760,ortholog_one2one,88.3562,
PLOD2,ENSG00000152952,ortholog_one2one,94.4591,
FBXO27,ENSG00000161243,ortholog_one2one,84.8057,
LRIG2,ENSG00000198799,ortholog_one2one,92.3005,
CIRH1A,ENSG00000141076,ortholog_one2one,95.0437,
SHISA5,ENSG00000164054,ortholog_one2one,62.0833,
PLSCR4,ENSG00000114698,ortholog_one2one,87.234,
FBXO17,ENSG00000269190,ortholog_one2one,85.9712,
MRPS12,ENSG00000128626,ortholog_one2one,81.1594,
SNTB2,ENSG00000168807,ortholog_one2one,96.2963,
SARS2,ENSG00000104835,ortholog_one2one,83.9768,
DENND2D,ENSG00000162777,ortholog_one2one,90.4459,
VPS4A,ENSG00000132612,ortholog_one2one,99.0847,
CCER2,ENSG00000262484,ortholog_one2one,62.782,
DIP2A,ENSG00000160305,ortholog_one2one,93.3164,
TREX1,ENSG00000213689,ortholog_one2one,78.9809,
CEPT1,ENSG00000134255,ortholog_one2one,95.1923,
NFKBIB,ENSG00000104825,ortholog_one2one,85.1124,
ATRIP,ENSG00000164053,ortholog_one2one,71.555,
SIRT2,ENSG00000068903,ortholog_one2one,82.7764,
C1QL3,ENSG00000165985,ortholog_one2one,99.6078,
PTER,ENSG00000165983,ortholog_one2one,85.6734,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
FAM188A,ENSG00000148481,ortholog_one2one,96.6292,
VSX2,ENSG00000119614,ortholog_one2one,96.1219,
PSMA5,ENSG00000143106,ortholog_one2one,100.0,
PCNT,ENSG00000160299,ortholog_one2one,59.4125,
RINL,ENSG00000187994,ortholog_one2one,71.0247,
FFAR2,ENSG00000126262,ortholog_one2one,83.0303,
KRTDAP,ENSG00000188508,ortholog_one2one,70.7071,
U6,ENSG00000252980,ortholog_one2one,67.0,
SBSN,ENSG00000189001,ortholog_one2one,67.2881,
WWTR1,ENSG00000018408,ortholog_one2one,95.0,
MEPE,ENSG00000152595,ortholog_one2one,55.8095,
ARRDC1,ENSG00000197070,ortholog_one2one,84.7575,
IBSP,ENSG00000029559,ortholog_one2one,79.1798,
FN3K,ENSG00000167363,ortholog_one2one,89.9676,
DMP1,ENSG00000152592,ortholog_one2one,67.6413,
LSM3,ENSG00000170860,ortholog_one2one,100.0,
FN3KRP,ENSG00000141560,ortholog_one2one,89.9676,
TRIM7,ENSG00000146054,ortholog_one2one,88.454,
XPC,ENSG00000154767,ortholog_one2one,73.8298,
TRIM41,ENSG00000146063,ortholog_one2one,96.0317,
TMEM43,ENSG00000170876,ortholog_one2one,73.0,
PRPSAP1,ENSG00000161542,ortholog_one2one,96.8831,
QRICH2,ENSG00000129646,ortholog_one2one,52.5702,
SPARCL1,ENSG00000152583,ortholog_one2one,75.6024,
GPRIN2,ENSG00000204175,ortholog_one2one,73.1441,
UBALD2,ENSG00000185262,ortholog_one2one,94.5122,
WDR45B,ENSG00000141580,ortholog_one2one,98.8372,
ENTPD8,ENSG00000188833,ortholog_one2one,75.1515,
ACLY,ENSG00000131473,ortholog_one2one,85.0136,
NOXA1,ENSG00000188747,ortholog_one2one,62.605,
UCN2,ENSG00000145040,ortholog_one2one,60.7143,
PDF,ENSG00000258429,ortholog_one2one,76.5432,
COG8,ENSG00000213380,ortholog_one2one,89.7059,
TMED6,ENSG00000157315,ortholog_one2one,84.5833,
TERF2,ENSG00000132604,ortholog_one2one,88.5609,
RAD1,ENSG00000113456,ortholog_one2one,90.4255,
TTC23L,ENSG00000205838,ortholog_one2one,72.2992,
NFAT5,ENSG00000102908,ortholog_one2one,94.5771,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
RANBP3L,ENSG00000164188,ortholog_one2one,75.0538,
CARMIL2,ENSG00000159753,ortholog_one2one,86.899,
NADK2,ENSG00000152620,ortholog_one2one,92.9864,
ACD,ENSG00000102977,ortholog_one2one,66.1572,
SKP2,ENSG00000145604,ortholog_one2one,91.5094,
PARD6A,ENSG00000102981,ortholog_one2one,95.0725,
LMBRD2,ENSG00000164187,ortholog_one2one,93.813,
ENKD1,ENSG00000124074,ortholog_one2one,84.3931,
U6,ENSG00000252980,ortholog_one2one,67.0,
C16orf86,ENSG00000159761,ortholog_one2one,53.3123,
GFOD2,ENSG00000141098,ortholog_one2one,96.6234,
HSD17B11,ENSG00000198189,ortholog_one2one,83.3333,
RANBP10,ENSG00000141084,ortholog_one2one,98.0645,
NIPBL,ENSG00000164190,ortholog_one2one,97.7889,
TSNAXIP1,ENSG00000102904,ortholog_one2one,80.618,
SLC1A3,ENSG00000079215,ortholog_one2one,97.417,
THAP11,ENSG00000168286,ortholog_one2one,91.7197,
NUTF2,ENSG00000102898,ortholog_one2one,75.5906,
CBFB,ENSG00000067955,ortholog_one2one,90.9091,
LIFR,ENSG00000113594,ortholog_one2one,85.4148,
WDR70,ENSG00000082068,ortholog_one2one,94.4954,
SORT1,ENSG00000134243,ortholog_one2one,93.5018,
ADAD2,ENSG00000140955,ortholog_one2one,69.2967,
FBXO31,ENSG00000103264,ortholog_one2one,85.8998,
NUP155,ENSG00000113569,ortholog_one2one,93.7455,
ZCCHC14,ENSG00000140948,ortholog_one2one,84.7145,
MYBPHL,ENSG00000221986,ortholog_one2one,86.4407,
NOB1,ENSG00000141101,ortholog_one2one,88.1068,
WWP2,ENSG00000198373,ortholog_one2one,95.2874,
PSRC1,ENSG00000134222,ortholog_one2one,76.2763,
PSMD7,ENSG00000103035,ortholog_one2one,99.3827,
TAFA3,ENSG00000109475,ortholog_one2one,83.7607,
SFMBT2,ENSG00000198879,ortholog_one2one,93.8479,
PPM1J,ENSG00000155367,ortholog_one2one,92.2772,
C9,ENSG00000113600,ortholog_one2one,70.1252,
KIN,ENSG00000151657,ortholog_one2one,96.4377,
RHOC,ENSG00000155366,ortholog_one2one,100.0,
MOV10,ENSG00000155363,ortholog_one2one,89.5314,
Atp5f1c,ENSG00000165629,ortholog_one2one,94.6309,
SLC35A1,ENSG00000164414,ortholog_one2one,93.7685,
ST7L,ENSG00000007341,ortholog_one2one,89.5652,
GATA3,ENSG00000107485,ortholog_one2one,96.6216,
RARS2,ENSG00000146282,ortholog_one2one,90.3114,
CELF2,ENSG00000048740,ortholog_one2one,94.8177,
ORC3,ENSG00000135336,ortholog_one2one,90.5767,
EGFLAM,ENSG00000164318,ortholog_one2one,86.7195,
WNT2B,ENSG00000134245,ortholog_one2one,96.4194,
AKIRIN2,ENSG00000135334,ortholog_one2one,95.5665,
CTTNBP2NL,ENSG00000143079,ortholog_one2one,93.8967,
CPLANE1,ENSG00000197603,ortholog_one2one,75.9766,
MAB21L3,ENSG00000173212,ortholog_one2one,67.1271,
HTR1E,ENSG00000168830,ortholog_one2one,93.1507,
PRKCQ,ENSG00000065675,ortholog_one2one,95.3258,
SLC22A15,ENSG00000163393,ortholog_one2one,89.7623,
CGA,ENSG00000135346,ortholog_one2one,73.2759,
ITIH5,ENSG00000123243,ortholog_one2one,81.741,
NHLH2,ENSG00000177551,ortholog_one2one,98.5185,
EPS8L3,ENSG00000198758,ortholog_one2one,77.5717,
SPACA1,ENSG00000118434,ortholog_one2one,67.6871,
ATP1A1,ENSG00000163399,ortholog_one2one,96.1877,
CAPSL,ENSG00000152611,ortholog_one2one,94.2308,
ITIH2,ENSG00000151655,ortholog_one2one,85.518,
ZNF292,ENSG00000188994,ortholog_one2one,90.3048,
IL7R,ENSG00000168685,ortholog_one2one,70.8061,
SPEF2,ENSG00000152582,ortholog_one2one,65.8617,
Slc16a4,ENSG00000168679,ortholog_one2one,84.3942,
GJB7,ENSG00000164411,ortholog_one2one,86.0987,
C6orf163,ENSG00000203872,ortholog_one2one,72.9483,
C1QTNF3,ENSG00000082196,ortholog_one2one,96.5517,
FCHO2,ENSG00000157107,ortholog_one2one,95.8025,
CNR1,ENSG00000118432,ortholog_one2one,96.6102,
GABRR2,ENSG00000111886,ortholog_one2one,92.2581,
EDC4,ENSG00000038358,ortholog_one2one,95.3605,
OR2V1,ENSG00000185372,ortholog_one2one,83.1746,
RNF224,ENSG00000233198,ortholog_one2one,62.1795,
CYSRT1,ENSG00000197191,ortholog_one2one,74.3056,
NRN1L,ENSG00000188038,ortholog_one2one,79.3939,
NRARP,ENSG00000198435,ortholog_one2one,97.3684,
TAF1C,ENSG00000103168,ortholog_one2one,71.4116,
NKAPL,ENSG00000189134,ortholog_one2one,62.6866,
HSDL1,ENSG00000103160,ortholog_one2one,93.3333,
MBTPS1,ENSG00000140943,ortholog_one2one,97.8137,
GAPDHS,ENSG00000105679,ortholog_one2one,54.1667,
RRAGD,ENSG00000025039,ortholog_one2one,88.5,
TMEM147,ENSG00000105677,ortholog_one2one,98.6607,
JPH3,ENSG00000154118,ortholog_one2one,89.4385,
ANKRD6,ENSG00000135299,ortholog_one2one,82.9436,
ATP4A,ENSG00000105675,ortholog_one2one,97.8744,
ODAD4,ENSG00000204815,ortholog_one2one,59.8214,
CNP,ENSG00000173786,ortholog_one2one,80.285,
SCN1B,ENSG00000105711,ortholog_one2one,96.789,
CALB2,ENSG00000172137,ortholog_one2one,98.155,
DNAJC7,ENSG00000168259,ortholog_one2one,94.1296,
CMTR2,ENSG00000180917,ortholog_one2one,86.8831,
HPN,ENSG00000105707,ortholog_one2one,92.8058,
HYDIN,ENSG00000157423,ortholog_one2one,78.3245,
LRFN3,ENSG00000126243,ortholog_one2one,95.8599,
SHKBP1,ENSG00000160410,ortholog_one2one,92.7864,
U6,ENSG00000252980,ortholog_one2one,67.0,
NT5E,ENSG00000135318,ortholog_one2one,91.4634,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
SNORD95,ENSG00000264549,ortholog_one2one,83.8235,
Metazoa_SRP,ENSG00000240347,ortholog_one2one,68.4931,
U6,ENSG00000252980,ortholog_one2one,67.0,
SPTBN4,ENSG00000160460,ortholog_one2one,95.6708,
BLVRB,ENSG00000090013,ortholog_one2one,77.6699,
RNGTT,ENSG00000111880,ortholog_one2one,96.6499,
SERTAD3,ENSG00000167565,ortholog_one2one,89.7959,
PNRC1,ENSG00000146278,ortholog_one2one,85.6269,
SRSF12,ENSG00000154548,ortholog_one2one,61.3027,
TYROBP,ENSG00000011600,ortholog_one2one,53.9823,
PM20D2,ENSG00000146281,ortholog_one2one,87.6147,
NFKBID,ENSG00000167604,ortholog_one2one,83.956,
GABRR1,ENSG00000146276,ortholog_one2one,95.4071,
ACKR1,ENSG00000213088,ortholog_one2one,69.6429,
CADM3,ENSG00000162706,ortholog_one2one,94.2211,
MAP3K7,ENSG00000135341,ortholog_one2one,99.3399,
SERTAD1,ENSG00000197019,ortholog_one2one,90.2542,
PRX,ENSG00000105227,ortholog_one2one,78.371,
HIPK4,ENSG00000160396,ortholog_one2one,82.4675,
PLD3,ENSG00000105223,ortholog_one2one,95.5102,
C19orf47,ENSG00000160392,ortholog_one2one,94.2857,
RBM15,ENSG00000162775,ortholog_one2one,95.2917,
AKT2,ENSG00000105221,ortholog_one2one,95.0104,
VTCN1,ENSG00000134258,ortholog_one2one,90.0709,
PFDN1,ENSG00000113068,ortholog_one2one,60.6557,
TRIM45,ENSG00000134253,ortholog_one2one,89.3103,
CASQ2,ENSG00000118729,ortholog_one2one,93.4837,
VANGL1,ENSG00000173218,ortholog_one2one,96.374,
HAUS5,ENSG00000249115,ortholog_one2one,80.7267,
CYSTM1,ENSG00000120306,ortholog_one2one,90.7216,
TMEM167B,ENSG00000215717,ortholog_one2one,100.0,
NRG2,ENSG00000158458,ortholog_one2one,91.2941,
RBM42,ENSG00000126254,ortholog_one2one,94.7917,
TAF13,ENSG00000197780,ortholog_one2one,75.0,
IGSF3,ENSG00000143061,ortholog_one2one,93.2161,
PSD2,ENSG00000146005,ortholog_one2one,88.5863,
OLFML3,ENSG00000116774,ortholog_one2one,95.0739,
FAAP24,ENSG00000131944,ortholog_one2one,83.7209,
UBE2D2,ENSG00000131508,ortholog_one2one,100.0,
STING1,ENSG00000184584,ortholog_one2one,75.4617,
CEP89,ENSG00000121289,ortholog_one2one,75.9898,
SNORD50B,ENSG00000275072,ortholog_one2one,88.5714,
U6,ENSG00000252980,ortholog_one2one,67.0,
Metazoa_SRP,ENSG00000240347,ortholog_one2one,68.4931,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
CFAP206,ENSG00000272514,ortholog_one2one,80.3858,
SMIM33,ENSG00000283288,ortholog_one2one,67.4242,
TDRD12,ENSG00000173809,ortholog_one2one,74.4361,
DNAJC18,ENSG00000170464,ortholog_one2one,90.7821,
PROB1,ENSG00000228672,ortholog_one2one,70.936,
CHD1,ENSG00000153922,ortholog_one2one,97.7778,
FER,ENSG00000151422,ortholog_one2one,90.6326,
CDX1,ENSG00000113722,ortholog_one2one,87.9245,
MARCOL,ENSG00000248109,ortholog_one2one,54.0351,
SLCO4C1,ENSG00000173930,ortholog_one2one,79.4199,
FBXL17,ENSG00000145743,ortholog_one2one,73.3238,
JAKMIP2,ENSG00000176049,ortholog_one2one,97.3171,
ERAP1,ENSG00000164307,ortholog_one2one,88.5229,
AVPR1A,ENSG00000166148,ortholog_one2one,83.9713,
RASGRP4,ENSG00000171777,ortholog_one2one,79.4948,
EFNA5,ENSG00000184349,ortholog_one2one,99.5614,
DPYSL3,ENSG00000113657,ortholog_one2one,97.6608,
EPB41L4A,ENSG00000129595,ortholog_one2one,93.7318,
IKZF4,ENSG00000123411,ortholog_one2one,98.1197,
NREP,ENSG00000134986,ortholog_one2one,80.8824,
CAMK4,ENSG00000152495,ortholog_one2one,78.6469,
SUOX,ENSG00000139531,ortholog_one2one,87.5229,
WDR36,ENSG00000134987,ortholog_one2one,93.8548,
TIMELESS,ENSG00000111602,ortholog_one2one,86.5066,
STK32A,ENSG00000169302,ortholog_one2one,91.9192,
APOF,ENSG00000175336,ortholog_one2one,59.5092,
EGR1,ENSG00000120738,ortholog_one2one,92.8177,
REEP2,ENSG00000132563,ortholog_one2one,85.8268,
STAT2,ENSG00000170581,ortholog_one2one,78.8484,
FAM53C,ENSG00000120709,ortholog_one2one,94.3878,
PPP2R2B,ENSG00000156475,ortholog_one2one,100.0,
IL23A,ENSG00000110944,ortholog_one2one,87.8307,
PAN2,ENSG00000135473,ortholog_one2one,95.9933,
CDC25C,ENSG00000158402,ortholog_one2one,70.4017,
CDH3,ENSG00000062038,ortholog_one2one,84.801,
GFRA3,ENSG00000146013,ortholog_one2one,71.0,
CDC23,ENSG00000094880,ortholog_one2one,97.99,
B3GNT9,ENSG00000237172,ortholog_one2one,87.0647,
SPINK5,ENSG00000133710,ortholog_one2one,62.782,
KIF20A,ENSG00000112984,ortholog_one2one,92.2472,
CNPY2,ENSG00000257727,ortholog_one2one,96.7033,
NUDT12,ENSG00000112874,ortholog_one2one,90.4762,
COQ10A,ENSG00000135469,ortholog_one2one,88.2591,
BRD8,ENSG00000112983,ortholog_one2one,89.7166,
ANKRD52,ENSG00000139645,ortholog_one2one,99.2565,
PCSK1,ENSG00000175426,ortholog_one2one,95.2191,
SLC39A5,ENSG00000139540,ortholog_one2one,81.4815,
NABP2,ENSG00000139579,ortholog_one2one,65.8768,
RNF41,ENSG00000181852,ortholog_one2one,99.3691,
TCERG1,ENSG00000113649,ortholog_one2one,96.7713,
FAM172A,ENSG00000113391,ortholog_one2one,94.9519,
SMARCC2,ENSG00000139613,ortholog_one2one,95.502,
SPNS1,ENSG00000169682,ortholog_one2one,95.2652,
POU5F2,ENSG00000248483,ortholog_one2one,52.7439,
NME5,ENSG00000112981,ortholog_one2one,91.0377,
PDGFRB,ENSG00000113721,ortholog_one2one,87.613,
GLRX,ENSG00000173221,ortholog_one2one,74.5283,
WNT8A,ENSG00000061492,ortholog_one2one,81.5718,
FAM13B,ENSG00000031003,ortholog_one2one,90.9285,
ZC3H10,ENSG00000135482,ortholog_one2one,97.9263,
FAM98C,ENSG00000130244,ortholog_one2one,78.51,
SPATA9,ENSG00000145757,ortholog_one2one,65.748,
SPRED3,ENSG00000188766,ortholog_one2one,83.6585,
PUS1,ENSG00000177192,ortholog_one2one,75.8782,
ARSK,ENSG00000164291,ortholog_one2one,85.8209,
CASR,ENSG00000036828,ortholog_one2one,93.7848,
SPINK6,ENSG00000178172,ortholog_one2one,82.5,
ARMC5,ENSG00000140691,ortholog_one2one,87.1658,
TTC37,ENSG00000198677,ortholog_one2one,90.0256,
GGN,ENSG00000179168,ortholog_one2one,67.4847,
ERBB3,ENSG00000065361,ortholog_one2one,92.772,
PSMD8,ENSG00000099341,ortholog_one2one,91.7143,
LMCD1,ENSG00000071282,ortholog_one2one,93.6986,
DCTN4,ENSG00000132912,ortholog_one2one,98.0435,
PJA2,ENSG00000198961,ortholog_one2one,85.5932,
CCNP,ENSG00000105219,ortholog_one2one,70.0326,
APLP1,ENSG00000105290,ortholog_one2one,91.2442,
Slc16a7,ENSG00000118596,ortholog_one2one,84.728,
FAM81B,ENSG00000153347,ortholog_one2one,66.5929,
GSG1L,ENSG00000169181,ortholog_one2one,69.1843,
RBM22,ENSG00000086589,ortholog_one2one,92.1429,
KIRREL2,ENSG00000126259,ortholog_one2one,87.7119,
ST8SIA4,ENSG00000113532,ortholog_one2one,97.2145,
CSF1R,ENSG00000182578,ortholog_one2one,80.5556,
ZBTB39,ENSG00000166860,ortholog_one2one,93.2584,
NPHS1,ENSG00000161270,ortholog_one2one,84.5286,
MACIR,ENSG00000181751,ortholog_one2one,95.1456,
HMGXB3,ENSG00000113716,ortholog_one2one,90.2477,
APC,ENSG00000134982,ortholog_one2one,93.8797,
SDR9C7,ENSG00000170426,ortholog_one2one,85.623,
EIF2B1,ENSG00000111361,ortholog_one2one,96.0656,
SLC26A2,ENSG00000155850,ortholog_one2one,84.7091,
ZMAT2,ENSG00000146007,ortholog_one2one,99.4975,
PDE6A,ENSG00000132915,ortholog_one2one,94.3023,
DDX55,ENSG00000111364,ortholog_one2one,88.0,
HARS2,ENSG00000112855,ortholog_one2one,84.1897,
PPARGC1B,ENSG00000155846,ortholog_one2one,80.6452,
LIX1,ENSG00000145721,ortholog_one2one,96.8085,
TTC6,ENSG00000139865,ortholog_one2one,66.9141,
GRPEL2,ENSG00000164284,ortholog_one2one,81.3333,
PPIP5K2,ENSG00000145725,ortholog_one2one,97.5865,
AFAP1L1,ENSG00000157510,ortholog_one2one,90.1042,
RILPL1,ENSG00000188026,ortholog_one2one,92.3077,
ABLIM3,ENSG00000173210,ortholog_one2one,98.0966,
SNRNP35,ENSG00000184209,ortholog_one2one,91.0569,
MYOZ3,ENSG00000164591,ortholog_one2one,73.3068,
RILPL2,ENSG00000150977,ortholog_one2one,72.5118,
LARS,ENSG00000133706,ortholog_one2one,93.7075,
GIN1,ENSG00000145723,ortholog_one2one,87.7395,
KMT5A,ENSG00000183955,ortholog_one2one,86.0795,
RPUSD3,ENSG00000156990,ortholog_one2one,72.8863,
MCTP1,ENSG00000175471,ortholog_one2one,88.989,
PLAC8L1,ENSG00000173261,ortholog_one2one,81.9209,
ARHGEF37,ENSG00000183111,ortholog_one2one,82.5185,
PPP1R1A,ENSG00000135447,ortholog_one2one,85.9649,
ARPC4,ENSG00000241553,ortholog_one2one,99.4048,
CSNK1A1,ENSG00000113712,ortholog_one2one,100.0,
TADA3,ENSG00000171148,ortholog_one2one,99.7685,
SLF1,ENSG00000133302,ortholog_one2one,80.7183,
OGG1,ENSG00000114026,ortholog_one2one,82.3188,
ADRB2,ENSG00000169252,ortholog_one2one,86.6828,
RAB5B,ENSG00000111540,ortholog_one2one,84.186,
CDK2,ENSG00000123374,ortholog_one2one,97.9866,
BRPF1,ENSG00000156983,ortholog_one2one,98.2787,
PMEL,ENSG00000185664,ortholog_one2one,70.4992,
KIAA0825,ENSG00000185261,ortholog_one2one,78.5098,
HTR4,ENSG00000164270,ortholog_one2one,96.134,
DGKA,ENSG00000065357,ortholog_one2one,93.4694,
CPNE9,ENSG00000144550,ortholog_one2one,97.4684,
SYNPO,ENSG00000171992,ortholog_one2one,84.0532,
RPS14,ENSG00000164587,ortholog_one2one,86.0927,
MTMR14,ENSG00000163719,ortholog_one2one,92.7692,
DPY19L3,ENSG00000178904,ortholog_one2one,91.8994,
KCTD13,ENSG00000174943,ortholog_one2one,95.4407,
CD74,ENSG00000019582,ortholog_one2one,59.1216,
ASPHD1,ENSG00000174939,ortholog_one2one,79.7436,
ZNF507,ENSG00000107929,ortholog_one2one,86.3144,
PYM1,ENSG00000170473,ortholog_one2one,90.6863,
SEZ6L2,ENSG00000174938,ortholog_one2one,95.6663,
TCOF1,ENSG00000070814,ortholog_one2one,67.7636,
LNPEP,ENSG00000113441,ortholog_one2one,88.1951,
PNN,ENSG00000100941,ortholog_one2one,94.2817,
TTC9B,ENSG00000174521,ortholog_one2one,91.2134,
MAP3K10,ENSG00000130758,ortholog_one2one,93.8155,
PAM,ENSG00000145730,ortholog_one2one,92.1891,
PTGES3,ENSG00000110958,ortholog_one2one,98.75,
PSMC4,ENSG00000013275,ortholog_one2one,97.8469,
CDIPT,ENSG00000103502,ortholog_one2one,92.0188,
SLCO6A1,ENSG00000205359,ortholog_one2one,56.0501,
LTBP4,ENSG00000090006,ortholog_one2one,89.9165,
RIMBP2,ENSG00000060709,ortholog_one2one,60.8664,
GPR150,ENSG00000178015,ortholog_one2one,78.341,
ZNF536,ENSG00000198597,ortholog_one2one,92.2308,
OXTR,ENSG00000180914,ortholog_one2one,89.9743,
ART3,ENSG00000156219,ortholog_one2one,75.0643,
NDST1,ENSG00000070614,ortholog_one2one,97.8458,
PRIM1,ENSG00000198056,ortholog_one2one,91.1905,
MYLK,ENSG00000065534,ortholog_one2one,86.1024,
NDFIP1,ENSG00000131507,ortholog_one2one,98.6425,
TBK1,ENSG00000183735,ortholog_one2one,95.7476,
GNPDA1,ENSG00000113552,ortholog_one2one,95.8477,
CXCL11,ENSG00000169248,ortholog_one2one,82.9787,
NUP54,ENSG00000138750,ortholog_one2one,98.0276,
RNF14,ENSG00000013561,ortholog_one2one,92.4051,
SLC15A4,ENSG00000139370,ortholog_one2one,78.6828,
EGLN2,ENSG00000269858,ortholog_one2one,82.801,
XPOT,ENSG00000184575,ortholog_one2one,98.0249,
PCDH12,ENSG00000113555,ortholog_one2one,83.9527,
DELE1,ENSG00000081791,ortholog_one2one,80.5825,
RAB4B,ENSG00000167578,ortholog_one2one,100.0,
PCDH1,ENSG00000156453,ortholog_one2one,95.958,
NFATC2IP,ENSG00000176953,ortholog_one2one,69.9284,
MIA,ENSG00000261857,ortholog_one2one,81.6794,
AP4B1,ENSG00000134262,ortholog_one2one,93.6401,
SCARB1,ENSG00000073060,ortholog_one2one,73.6739,
PCYOX1L,ENSG00000145882,ortholog_one2one,90.4858,
UNC5C,ENSG00000182168,ortholog_one2one,96.8851,
U6,ENSG00000252980,ortholog_one2one,67.0,
PTPN22,ENSG00000134242,ortholog_one2one,79.8017,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
KICS2,ENSG00000174206,ortholog_one2one,97.5281,
U6,ENSG00000252980,ortholog_one2one,67.0,
RSBN1,ENSG00000081019,ortholog_one2one,93.1421,
SLC6A7,ENSG00000011083,ortholog_one2one,97.327,
SRGAP1,ENSG00000196935,ortholog_one2one,98.6175,
SCGB3A2,ENSG00000164265,ortholog_one2one,82.7957,
PHTF1,ENSG00000116793,ortholog_one2one,95.0131,
C5orf46,ENSG00000178776,ortholog_one2one,66.6667,
ARSI,ENSG00000183876,ortholog_one2one,94.9033,
SPINK1,ENSG00000164266,ortholog_one2one,67.0886,
BMPR1B,ENSG00000138696,ortholog_one2one,98.6056,
POU4F3,ENSG00000091010,ortholog_one2one,99.4083,
RBM27,ENSG00000091009,ortholog_one2one,95.3774,
SMARCAD1,ENSG00000163104,ortholog_one2one,96.1988,
PIWIL1,ENSG00000125207,ortholog_one2one,92.2184,
