gene_id,gene_name,chromosome,biotype,description,species
ENSHGLG00000040547,,20,lncRNA,,naked_mole_rat
ENSHGLG00000020736,,7,protein_coding,,naked_mole_rat
ENSHGLG00000050548,,20,lncRNA,,naked_mole_rat
ENSHGLG00000036393,,20,lncRNA,,naked_mole_rat
ENSHGLG00000004838,,28,protein_coding,,naked_mole_rat
ENSHGLG00000012026,HSD11B2,7,protein_coding,hydroxysteroid 11-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5209],naked_mole_rat
ENSHGLG00000038908,,20,lncRNA,,naked_mole_rat
ENSHGLG00000035675,,20,lncRNA,,naked_mole_rat
ENSHGLG00000032325,,20,lncRNA,,naked_mole_rat
ENSHGLG00000045955,EID2,28,protein_coding,EP300 interacting inhibitor of differentiation 2 [Source:HGNC Symbol;Acc:HGNC:28292],naked_mole_rat
ENSHGLG00000040194,,20,lncRNA,,naked_mole_rat
ENSHGLG00000011430,ATP6V0D1,7,protein_coding,ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724],naked_mole_rat
ENSHGLG00000042760,,20,lncRNA,,naked_mole_rat
ENSHGLG00000008984,PCDHGB4,6,protein_coding,"protocadherin gamma subfamily B, 4 [Source:HGNC Symbol;Acc:HGNC:8711]",naked_mole_rat
ENSHGLG00000044662,,28,protein_coding,,naked_mole_rat
ENSHGLG00000047608,,20,lncRNA,,naked_mole_rat
ENSHGLG00000033339,PCDHGA8,6,protein_coding,"protocadherin gamma subfamily A, 8 [Source:HGNC Symbol;Acc:HGNC:8706]",naked_mole_rat
ENSHGLG00000013831,,7,protein_coding,,naked_mole_rat
ENSHGLG00000034834,,20,lncRNA,,naked_mole_rat
ENSHGLG00000050747,,16,protein_coding,,naked_mole_rat
ENSHGLG00000044484,,20,lncRNA,,naked_mole_rat
ENSHGLG00000049020,,20,lncRNA,,naked_mole_rat
ENSHGLG00000049946,,16,protein_coding,,naked_mole_rat
ENSHGLG00000037712,,20,lncRNA,,naked_mole_rat
ENSHGLG00000036251,,28,protein_coding,,naked_mole_rat
ENSHGLG00000050353,,20,lncRNA,,naked_mole_rat
ENSHGLG00000004723,GNAT2,19,protein_coding,G protein subunit alpha transducin 2 [Source:HGNC Symbol;Acc:HGNC:4394],naked_mole_rat
ENSHGLG00000021151,,28,protein_coding,,naked_mole_rat
ENSHGLG00000001474,,16,protein_coding,,naked_mole_rat
ENSHGLG00000038510,,20,lncRNA,,naked_mole_rat
ENSHGLG00000043632,,20,lncRNA,,naked_mole_rat
ENSHGLG00000048732,,28,protein_coding,,naked_mole_rat
ENSHGLG00000026583,,20,lncRNA,,naked_mole_rat
ENSHGLG00000014276,E2F4,7,protein_coding,E2F transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3118],naked_mole_rat
ENSHGLG00000020816,OR10J4,28,protein_coding,olfactory receptor family 10 subfamily J member 4 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15408],naked_mole_rat
ENSHGLG00000011088,,19,protein_coding,,naked_mole_rat
ENSHGLG00000047142,,28,protein_coding,,naked_mole_rat
ENSHGLG00000050795,,20,lncRNA,,naked_mole_rat
ENSHGLG00000046348,,20,lncRNA,,naked_mole_rat
ENSHGLG00000021270,FFAR1,28,protein_coding,free fatty acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4498],naked_mole_rat
ENSHGLG00000045013,,20,lncRNA,,naked_mole_rat
ENSHGLG00000009351,GPR61,19,protein_coding,G protein-coupled receptor 61 [Source:UniProtKB Gene Name;Acc:G5BQW8],naked_mole_rat
ENSHGLG00000040723,,20,lncRNA,,naked_mole_rat
ENSHGLG00000020531,,28,protein_coding,,naked_mole_rat
ENSHGLG00000039408,,20,lncRNA,,naked_mole_rat
ENSHGLG00000035508,,20,lncRNA,,naked_mole_rat
ENSHGLG00000032764,,28,protein_coding,,naked_mole_rat
ENSHGLG00000046268,,20,lncRNA,,naked_mole_rat
ENSHGLG00000043647,,20,lncRNA,,naked_mole_rat
ENSHGLG00000035161,,20,lncRNA,,naked_mole_rat
ENSHGLG00000047909,,20,lncRNA,,naked_mole_rat
ENSHGLG00000043502,RGS9BP,28,protein_coding,regulator of G protein signaling 9 binding protein [Source:HGNC Symbol;Acc:HGNC:30304],naked_mole_rat
ENSHGLG00000038385,,20,lncRNA,,naked_mole_rat
ENSHGLG00000017668,STXBP3,19,protein_coding,syntaxin binding protein 3 [Source:UniProtKB Gene Name;Acc:A0A0N8EUB6],naked_mole_rat
ENSHGLG00000037900,,20,lncRNA,,naked_mole_rat
ENSHGLG00000042508,,20,lncRNA,,naked_mole_rat
ENSHGLG00000046870,,6,protein_coding,,naked_mole_rat
ENSHGLG00000021284,,28,protein_coding,,naked_mole_rat
ENSHGLG00000050543,,20,lncRNA,,naked_mole_rat
ENSHGLG00000035317,,28,protein_coding,,naked_mole_rat
ENSHGLG00000047586,,20,lncRNA,,naked_mole_rat
ENSHGLG00000040690,,20,lncRNA,,naked_mole_rat
ENSHGLG00000050349,TAF7,6,protein_coding,TATA-box binding protein associated factor 7 [Source:UniProtKB Gene Name;Acc:G5AQQ1],naked_mole_rat
ENSHGLG00000045979,,28,lncRNA,,naked_mole_rat
ENSHGLG00000015342,,6,protein_coding,,naked_mole_rat
ENSHGLG00000017720,FNDC7,19,protein_coding,fibronectin type III domain containing 7 [Source:UniProtKB Gene Name;Acc:A0A0P6K665],naked_mole_rat
ENSHGLG00000014154,ELMO3,7,protein_coding,engulfment and cell motility 3 [Source:HGNC Symbol;Acc:HGNC:17289],naked_mole_rat
ENSHGLG00000048086,,28,lncRNA,,naked_mole_rat
ENSHGLG00000042941,,20,lncRNA,,naked_mole_rat
ENSHGLG00000038894,,28,lncRNA,,naked_mole_rat
ENSHGLG00000049338,,28,lncRNA,,naked_mole_rat
ENSHGLG00000048181,,20,lncRNA,,naked_mole_rat
ENSHGLG00000034698,,28,lncRNA,,naked_mole_rat
ENSHGLG00000037946,,20,lncRNA,,naked_mole_rat
ENSHGLG00000046064,,20,lncRNA,,naked_mole_rat
ENSHGLG00000035241,,20,lncRNA,,naked_mole_rat
ENSHGLG00000050451,,28,lncRNA,,naked_mole_rat
ENSHGLG00000048839,,28,lncRNA,,naked_mole_rat
ENSHGLG00000040548,,20,lncRNA,,naked_mole_rat
ENSHGLG00000038042,,28,lncRNA,,naked_mole_rat
ENSHGLG00000032993,,19,protein_coding,,naked_mole_rat
ENSHGLG00000049331,,20,lncRNA,,naked_mole_rat
ENSHGLG00000041955,,28,lncRNA,,naked_mole_rat
ENSHGLG00000035279,,20,lncRNA,,naked_mole_rat
ENSHGLG00000038543,PCDHB5,6,protein_coding,protocadherin beta 5 [Source:HGNC Symbol;Acc:HGNC:8690],naked_mole_rat
ENSHGLG00000013096,,19,protein_coding,,naked_mole_rat
ENSHGLG00000033123,,20,lncRNA,,naked_mole_rat
ENSHGLG00000050955,,20,lncRNA,,naked_mole_rat
ENSHGLG00000037139,,7,protein_coding,,naked_mole_rat
ENSHGLG00000042341,,20,lncRNA,,naked_mole_rat
ENSHGLG00000017815,,6,protein_coding,,naked_mole_rat
ENSHGLG00000044189,,20,lncRNA,,naked_mole_rat
ENSHGLG00000033934,,28,lncRNA,,naked_mole_rat
ENSHGLG00000038782,,28,lncRNA,,naked_mole_rat
ENSHGLG00000035529,,20,lncRNA,,naked_mole_rat
ENSHGLG00000009739,PCDHB6,6,protein_coding,protocadherin beta 6 [Source:HGNC Symbol;Acc:HGNC:8691],naked_mole_rat
ENSHGLG00000015913,CCNG2,7,protein_coding,cyclin G2 [Source:UniProtKB Gene Name;Acc:A0A0P6JFP9],naked_mole_rat
ENSHGLG00000034189,,28,lncRNA,,naked_mole_rat
ENSHGLG00000042485,,28,lncRNA,,naked_mole_rat
ENSHGLG00000035070,,28,lncRNA,,naked_mole_rat
ENSHGLG00000034574,,20,lncRNA,,naked_mole_rat
ENSHGLG00000039127,,20,lncRNA,,naked_mole_rat
ENSHGLG00000035511,,28,lncRNA,,naked_mole_rat
ENSHGLG00000019291,,7,protein_coding,,naked_mole_rat
ENSHGLG00000007925,PCDHB2,6,protein_coding,protocadherin beta 2 [Source:HGNC Symbol;Acc:HGNC:8687],naked_mole_rat
ENSHGLG00000042335,,28,lncRNA,,naked_mole_rat
ENSHGLG00000039097,HPGDS,7,protein_coding,hematopoietic prostaglandin D synthase [Source:UniProtKB Gene Name;Acc:G5BXP7],naked_mole_rat
ENSHGLG00000050928,,20,lncRNA,,naked_mole_rat
ENSHGLG00000005853,PCDHAC2,6,protein_coding,"protocadherin alpha subfamily C, 2 [Source:UniProtKB Gene Name;Acc:A0A0P6J154]",naked_mole_rat
ENSHGLG00000042751,,28,lncRNA,,naked_mole_rat
ENSHGLG00000034535,,20,lncRNA,,naked_mole_rat
ENSHGLG00000030164,,28,lncRNA,,naked_mole_rat
ENSHGLG00000045883,,28,lncRNA,,naked_mole_rat
ENSHGLG00000010279,EEIG2,19,protein_coding,EEIG family member 2 [Source:HGNC Symbol;Acc:HGNC:27637],naked_mole_rat
ENSHGLG00000029658,,7,protein_coding,,naked_mole_rat
ENSHGLG00000041266,,28,lncRNA,,naked_mole_rat
ENSHGLG00000037343,,28,lncRNA,,naked_mole_rat
ENSHGLG00000040551,,20,lncRNA,,naked_mole_rat
ENSHGLG00000008171,,7,protein_coding,,naked_mole_rat
ENSHGLG00000039812,,20,lncRNA,,naked_mole_rat
ENSHGLG00000046228,,28,lncRNA,,naked_mole_rat
ENSHGLG00000050064,,28,lncRNA,,naked_mole_rat
ENSHGLG00000038665,,20,lncRNA,,naked_mole_rat
ENSHGLG00000036133,,20,lncRNA,,naked_mole_rat
ENSHGLG00000048417,,28,lncRNA,,naked_mole_rat
ENSHGLG00000041599,,28,lncRNA,,naked_mole_rat
ENSHGLG00000044586,,20,lncRNA,,naked_mole_rat
ENSHGLG00000014519,,7,protein_coding,,naked_mole_rat
ENSHGLG00000034549,,20,lncRNA,,naked_mole_rat
ENSHGLG00000041427,,7,protein_coding,,naked_mole_rat
ENSHGLG00000015097,TMEM208,7,protein_coding,transmembrane protein 208 [Source:HGNC Symbol;Acc:HGNC:25015],naked_mole_rat
ENSHGLG00000037419,,28,lncRNA,,naked_mole_rat
ENSHGLG00000040328,,6,pseudogene,,naked_mole_rat
ENSHGLG00000032874,,20,lncRNA,,naked_mole_rat
ENSHGLG00000037095,,20,lncRNA,,naked_mole_rat
ENSHGLG00000016573,SDAD1,7,protein_coding,SDA1 domain containing 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JCM5],naked_mole_rat
ENSHGLG00000043610,,20,lncRNA,,naked_mole_rat
ENSHGLG00000012638,FHOD1,7,protein_coding,formin homology 2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17905],naked_mole_rat
ENSHGLG00000041600,,20,lncRNA,,naked_mole_rat
ENSHGLG00000037658,,6,protein_coding,,naked_mole_rat
ENSHGLG00000006802,SLC25A24,19,protein_coding,solute carrier family 25 member 24 [Source:UniProtKB Gene Name;Acc:G5BQU4],naked_mole_rat
ENSHGLG00000036015,,20,lncRNA,,naked_mole_rat
ENSHGLG00000046152,,28,lncRNA,,naked_mole_rat
ENSHGLG00000049357,,6,protein_coding,,naked_mole_rat
ENSHGLG00000032474,,28,lncRNA,,naked_mole_rat
ENSHGLG00000047691,,28,lncRNA,,naked_mole_rat
ENSHGLG00000042441,,20,lncRNA,,naked_mole_rat
ENSHGLG00000036057,,6,protein_coding,,naked_mole_rat
ENSHGLG00000036620,,28,lncRNA,,naked_mole_rat
ENSHGLG00000005383,,19,protein_coding,,naked_mole_rat
ENSHGLG00000032757,,28,lncRNA,,naked_mole_rat
ENSHGLG00000047897,,28,lncRNA,,naked_mole_rat
ENSHGLG00000041681,,28,lncRNA,,naked_mole_rat
ENSHGLG00000037379,,6,protein_coding,,naked_mole_rat
ENSHGLG00000050566,,20,lncRNA,,naked_mole_rat
ENSHGLG00000032163,,28,lncRNA,,naked_mole_rat
ENSHGLG00000039253,,20,lncRNA,,naked_mole_rat
ENSHGLG00000046282,,6,protein_coding,,naked_mole_rat
ENSHGLG00000041169,,28,lncRNA,,naked_mole_rat
ENSHGLG00000007646,VAV3,19,protein_coding,vav guanine nucleotide exchange factor 3 [Source:UniProtKB Gene Name;Acc:A0A0P6K8G4],naked_mole_rat
ENSHGLG00000034660,,6,protein_coding,,naked_mole_rat
ENSHGLG00000037979,,28,lncRNA,,naked_mole_rat
ENSHGLG00000047320,,20,lncRNA,,naked_mole_rat
ENSHGLG00000042339,,6,protein_coding,,naked_mole_rat
ENSHGLG00000035989,,28,lncRNA,,naked_mole_rat
ENSHGLG00000048892,GPR151,6,protein_coding,G protein-coupled receptor 151 [Source:HGNC Symbol;Acc:HGNC:23624],naked_mole_rat
ENSHGLG00000048733,,20,lncRNA,,naked_mole_rat
ENSHGLG00000048188,,28,lncRNA,,naked_mole_rat
ENSHGLG00000038745,,20,lncRNA,,naked_mole_rat
ENSHGLG00000037858,,6,protein_coding,,naked_mole_rat
ENSHGLG00000049881,,28,lncRNA,,naked_mole_rat
ENSHGLG00000012224,SLC9A5,7,protein_coding,solute carrier family 9 member A5 [Source:HGNC Symbol;Acc:HGNC:11078],naked_mole_rat
ENSHGLG00000047084,,6,protein_coding,,naked_mole_rat
ENSHGLG00000043748,,20,lncRNA,,naked_mole_rat
ENSHGLG00000034397,,6,protein_coding,,naked_mole_rat
ENSHGLG00000047850,,28,lncRNA,,naked_mole_rat
ENSHGLG00000032544,,6,protein_coding,,naked_mole_rat
ENSHGLG00000037754,,20,lncRNA,,naked_mole_rat
ENSHGLG00000045026,,28,lncRNA,,naked_mole_rat
ENSHGLG00000013068,ZFP90,7,protein_coding,ZFP90 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23329],naked_mole_rat
ENSHGLG00000040713,,6,protein_coding,,naked_mole_rat
ENSHGLG00000021391,SLC25A2,6,protein_coding,solute carrier family 25 member 2 [Source:HGNC Symbol;Acc:HGNC:22921],naked_mole_rat
ENSHGLG00000048420,,28,lncRNA,,naked_mole_rat
ENSHGLG00000042757,,6,protein_coding,,naked_mole_rat
ENSHGLG00000039358,,20,lncRNA,,naked_mole_rat
ENSHGLG00000043846,,6,lncRNA,,naked_mole_rat
ENSHGLG00000046549,,28,lncRNA,,naked_mole_rat
ENSHGLG00000050350,,6,lncRNA,,naked_mole_rat
ENSHGLG00000044747,,6,lncRNA,,naked_mole_rat
ENSHGLG00000013365,PSKH1,7,protein_coding,protein serine kinase H1 [Source:UniProtKB Gene Name;Acc:A0A0N8EUZ1],naked_mole_rat
ENSHGLG00000038113,,6,lncRNA,,naked_mole_rat
ENSHGLG00000038409,,20,lncRNA,,naked_mole_rat
ENSHGLG00000040554,,6,lncRNA,,naked_mole_rat
ENSHGLG00000041519,,28,lncRNA,,naked_mole_rat
ENSHGLG00000047308,,19,protein_coding,,naked_mole_rat
ENSHGLG00000032648,,19,protein_coding,,naked_mole_rat
ENSHGLG00000039533,,20,lncRNA,,naked_mole_rat
ENSHGLG00000046506,,28,lncRNA,,naked_mole_rat
ENSHGLG00000050888,,6,lncRNA,,naked_mole_rat
ENSHGLG00000033269,,7,protein_coding,,naked_mole_rat
ENSHGLG00000048130,,6,lncRNA,,naked_mole_rat
ENSHGLG00000032389,,6,lncRNA,,naked_mole_rat
ENSHGLG00000032851,,20,lncRNA,,naked_mole_rat
ENSHGLG00000012832,CTRL,7,protein_coding,chymotrypsin like [Source:HGNC Symbol;Acc:HGNC:2524],naked_mole_rat
ENSHGLG00000039335,,6,lncRNA,,naked_mole_rat
ENSHGLG00000003812,CCSER1,7,protein_coding,coiled-coil serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:29349],naked_mole_rat
ENSHGLG00000032829,,20,lncRNA,,naked_mole_rat
ENSHGLG00000035738,,6,lncRNA,,naked_mole_rat
ENSHGLG00000042066,,20,lncRNA,,naked_mole_rat
ENSHGLG00000020688,KCNA10,19,protein_coding,potassium voltage-gated channel subfamily A member 10 [Source:HGNC Symbol;Acc:HGNC:6219],naked_mole_rat
ENSHGLG00000030163,,28,lncRNA,,naked_mole_rat
ENSHGLG00000012273,PSMB10,7,protein_coding,proteasome 20S subunit beta 10 [Source:HGNC Symbol;Acc:HGNC:9538],naked_mole_rat
ENSHGLG00000050970,,19,protein_coding,,naked_mole_rat
ENSHGLG00000036125,,6,lncRNA,,naked_mole_rat
ENSHGLG00000039338,,6,lncRNA,,naked_mole_rat
ENSHGLG00000032008,,20,lncRNA,,naked_mole_rat
ENSHGLG00000021182,,19,protein_coding,,naked_mole_rat
ENSHGLG00000037722,,28,lncRNA,,naked_mole_rat
ENSHGLG00000031888,,6,lncRNA,,naked_mole_rat
ENSHGLG00000003909,,7,pseudogene,,naked_mole_rat
ENSHGLG00000041099,,6,lncRNA,,naked_mole_rat
ENSHGLG00000045755,,28,lncRNA,,naked_mole_rat
ENSHGLG00000047296,,19,protein_coding,,naked_mole_rat
ENSHGLG00000012259,,2,protein_coding,,naked_mole_rat
ENSHGLG00000029808,,20,lncRNA,,naked_mole_rat
ENSHGLG00000011794,LCAT,7,protein_coding,lecithin-cholesterol acyltransferase [Source:HGNC Symbol;Acc:HGNC:6522],naked_mole_rat
ENSHGLG00000003197,,19,protein_coding,,naked_mole_rat
ENSHGLG00000042329,,7,pseudogene,,naked_mole_rat
ENSHGLG00000048113,,28,lncRNA,,naked_mole_rat
ENSHGLG00000046407,,2,protein_coding,,naked_mole_rat
ENSHGLG00000033510,,6,lncRNA,,naked_mole_rat
ENSHGLG00000042226,,19,protein_coding,,naked_mole_rat
ENSHGLG00000046202,,6,lncRNA,,naked_mole_rat
ENSHGLG00000017681,,19,protein_coding,,naked_mole_rat
ENSHGLG00000001029,ROPN1B,2,protein_coding,rhophilin associated tail protein 1B [Source:UniProtKB Gene Name;Acc:G5AV87],naked_mole_rat
ENSHGLG00000010096,Snca,7,protein_coding,synuclein alpha [Source:NCBI gene (formerly Entrezgene);Acc:101700039],naked_mole_rat
ENSHGLG00000045520,,6,lncRNA,,naked_mole_rat
ENSHGLG00000032979,,19,protein_coding,,naked_mole_rat
ENSHGLG00000031879,MARCHF9,17,protein_coding,membrane associated ring-CH-type finger 9 [Source:HGNC Symbol;Acc:HGNC:25139],naked_mole_rat
ENSHGLG00000038826,,19,protein_coding,,naked_mole_rat
ENSHGLG00000037374,,28,lncRNA,,naked_mole_rat
ENSHGLG00000046139,,6,lncRNA,,naked_mole_rat
ENSHGLG00000044576,,6,lncRNA,,naked_mole_rat
ENSHGLG00000020883,,19,protein_coding,,naked_mole_rat
ENSHGLG00000033557,,6,lncRNA,,naked_mole_rat
ENSHGLG00000033076,,20,lncRNA,,naked_mole_rat
ENSHGLG00000038971,,6,lncRNA,,naked_mole_rat
ENSHGLG00000014889,SLC12A4,7,protein_coding,solute carrier family 12 member 4 [Source:HGNC Symbol;Acc:HGNC:10913],naked_mole_rat
ENSHGLG00000001004,CCDC14,2,protein_coding,coiled-coil domain containing 14 [Source:HGNC Symbol;Acc:HGNC:25766],naked_mole_rat
ENSHGLG00000037615,,19,protein_coding,,naked_mole_rat
ENSHGLG00000040870,,6,lncRNA,,naked_mole_rat
ENSHGLG00000038245,,6,lncRNA,,naked_mole_rat
ENSHGLG00000006040,ATP5F1B,17,protein_coding,ATP synthase F1 subunit beta [Source:HGNC Symbol;Acc:HGNC:830],naked_mole_rat
ENSHGLG00000050586,,6,lncRNA,,naked_mole_rat
ENSHGLG00000049028,,28,lncRNA,,naked_mole_rat
ENSHGLG00000046509,,6,lncRNA,,naked_mole_rat
ENSHGLG00000032956,,20,lncRNA,,naked_mole_rat
ENSHGLG00000004961,,19,protein_coding,,naked_mole_rat
ENSHGLG00000027097,,6,lncRNA,,naked_mole_rat
ENSHGLG00000017432,SCARB2,7,protein_coding,scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665],naked_mole_rat
ENSHGLG00000004667,,19,processed_pseudogene,,naked_mole_rat
ENSHGLG00000048795,U2,28,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000047344,,6,lncRNA,,naked_mole_rat
ENSHGLG00000020142,,19,processed_pseudogene,,naked_mole_rat
ENSHGLG00000039551,U6,28,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000049407,,6,lncRNA,,naked_mole_rat
ENSHGLG00000040726,,28,snoRNA,,naked_mole_rat
ENSHGLG00000034546,,19,lncRNA,,naked_mole_rat
ENSHGLG00000043991,LHFPL4,2,protein_coding,LHFPL tetraspan subfamily member 4 [Source:UniProtKB Gene Name;Acc:A0A0P6J3N8],naked_mole_rat
ENSHGLG00000034505,CDK4,17,protein_coding,cyclin dependent kinase 4 [Source:UniProtKB Gene Name;Acc:G5BEB8],naked_mole_rat
ENSHGLG00000035409,U4,28,snRNA,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],naked_mole_rat
ENSHGLG00000043294,,20,lncRNA,,naked_mole_rat
ENSHGLG00000048957,,6,lncRNA,,naked_mole_rat
ENSHGLG00000043503,,7,protein_coding,,naked_mole_rat
ENSHGLG00000037264,U6,28,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000035482,,6,lncRNA,,naked_mole_rat
ENSHGLG00000048387,,20,lncRNA,,naked_mole_rat
ENSHGLG00000024024,U4,28,snRNA,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],naked_mole_rat
ENSHGLG00000013542,DPEP3,7,protein_coding,dipeptidase 3 [Source:HGNC Symbol;Acc:HGNC:23029],naked_mole_rat
ENSHGLG00000033699,U6,28,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000039918,,19,lncRNA,,naked_mole_rat
ENSHGLG00000017769,,7,protein_coding,,naked_mole_rat
ENSHGLG00000033157,,20,lncRNA,,naked_mole_rat
ENSHGLG00000038158,,28,snoRNA,,naked_mole_rat
ENSHGLG00000045744,U1,28,snRNA,U1 spliceosomal RNA [Source:RFAM;Acc:RF00003],naked_mole_rat
ENSHGLG00000011446,,7,pseudogene,,naked_mole_rat
ENSHGLG00000042076,,19,lncRNA,,naked_mole_rat
ENSHGLG00000037506,,28,protein_coding,,naked_mole_rat
ENSHGLG00000050206,,6,lncRNA,,naked_mole_rat
ENSHGLG00000049041,STBD1,7,protein_coding,starch binding domain 1 [Source:HGNC Symbol;Acc:HGNC:24854],naked_mole_rat
ENSHGLG00000033762,,19,lncRNA,,naked_mole_rat
ENSHGLG00000016297,SETD5,2,protein_coding,SET domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25566],naked_mole_rat
ENSHGLG00000046192,,19,lncRNA,,naked_mole_rat
ENSHGLG00000009305,TSPAN31,17,protein_coding,tetraspanin 31 [Source:HGNC Symbol;Acc:HGNC:10539],naked_mole_rat
ENSHGLG00000037261,,19,lncRNA,,naked_mole_rat
ENSHGLG00000015456,,7,protein_coding,,naked_mole_rat
ENSHGLG00000044851,,28,protein_coding,,naked_mole_rat
ENSHGLG00000038294,,19,lncRNA,,naked_mole_rat
ENSHGLG00000034012,,19,lncRNA,,naked_mole_rat
ENSHGLG00000031958,,6,lncRNA,,naked_mole_rat
ENSHGLG00000010106,,7,protein_coding,,naked_mole_rat
ENSHGLG00000029462,,19,lncRNA,,naked_mole_rat
ENSHGLG00000035735,,20,lncRNA,,naked_mole_rat
ENSHGLG00000037270,,6,lncRNA,,naked_mole_rat
ENSHGLG00000022919,U2,20,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000009759,AGAP2,17,protein_coding,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]",naked_mole_rat
ENSHGLG00000041551,,7,protein_coding,,naked_mole_rat
ENSHGLG00000047848,,7,protein_coding,,naked_mole_rat
ENSHGLG00000023655,,20,snoRNA,,naked_mole_rat
ENSHGLG00000036637,,19,lncRNA,,naked_mole_rat
ENSHGLG00000040236,,7,protein_coding,,naked_mole_rat
ENSHGLG00000023595,U6,20,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000025735,,6,lncRNA,,naked_mole_rat
ENSHGLG00000017614,,7,protein_coding,,naked_mole_rat
ENSHGLG00000042166,,19,lncRNA,,naked_mole_rat
ENSHGLG00000025139,Vault,20,vault_RNA,Vault RNA [Source:RFAM;Acc:RF00006],naked_mole_rat
ENSHGLG00000033070,,19,lncRNA,,naked_mole_rat
ENSHGLG00000045062,,19,lncRNA,,naked_mole_rat
ENSHGLG00000038850,,19,lncRNA,,naked_mole_rat
ENSHGLG00000021752,SNORA70,20,snoRNA,Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156],naked_mole_rat
ENSHGLG00000050348,,19,lncRNA,,naked_mole_rat
ENSHGLG00000013209,UBA2,28,protein_coding,ubiquitin like modifier activating enzyme 2 [Source:UniProtKB Gene Name;Acc:G5BXL5],naked_mole_rat
ENSHGLG00000050782,,6,lncRNA,,naked_mole_rat
ENSHGLG00000050357,,20,snoRNA,,naked_mole_rat
ENSHGLG00000044177,,19,lncRNA,,naked_mole_rat
ENSHGLG00000042141,,19,lncRNA,,naked_mole_rat
ENSHGLG00000023022,,20,scaRNA,,naked_mole_rat
ENSHGLG00000050932,,19,lncRNA,,naked_mole_rat
ENSHGLG00000018885,DUS2,7,protein_coding,dihydrouridine synthase 2 [Source:HGNC Symbol;Acc:HGNC:26014],naked_mole_rat
ENSHGLG00000043459,U2,20,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000045131,,6,lncRNA,,naked_mole_rat
ENSHGLG00000022228,SNORD1B,20,snoRNA,"small nucleolar RNA, C/D box 1B [Source:HGNC Symbol;Acc:HGNC:32676]",naked_mole_rat
ENSHGLG00000022229,SNORD1C,20,snoRNA,"small nucleolar RNA, C/D box 1C [Source:HGNC Symbol;Acc:HGNC:32677]",naked_mole_rat
ENSHGLG00000038802,,19,lncRNA,,naked_mole_rat
ENSHGLG00000032042,,6,lncRNA,,naked_mole_rat
ENSHGLG00000045600,,19,lncRNA,,naked_mole_rat
ENSHGLG00000022130,,20,miRNA,,naked_mole_rat
ENSHGLG00000049785,,19,lncRNA,,naked_mole_rat
ENSHGLG00000042647,,19,lncRNA,,naked_mole_rat
ENSHGLG00000042153,,20,protein_coding,,naked_mole_rat
ENSHGLG00000043184,,19,lncRNA,,naked_mole_rat
ENSHGLG00000018847,,7,protein_coding,,naked_mole_rat
ENSHGLG00000018868,OS9,17,protein_coding,OS9 endoplasmic reticulum lectin [Source:UniProtKB Gene Name;Acc:G5BEC1],naked_mole_rat
ENSHGLG00000043740,,6,lncRNA,,naked_mole_rat
ENSHGLG00000037691,,6,lncRNA,,naked_mole_rat
ENSHGLG00000018815,ATP6V0A1,20,protein_coding,ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865],naked_mole_rat
ENSHGLG00000048835,,19,lncRNA,,naked_mole_rat
ENSHGLG00000039945,,19,lncRNA,,naked_mole_rat
ENSHGLG00000040566,,19,lncRNA,,naked_mole_rat
ENSHGLG00000036134,,19,lncRNA,,naked_mole_rat
ENSHGLG00000046406,,6,lncRNA,,naked_mole_rat
ENSHGLG00000016200,THUMPD3,2,protein_coding,THUMP domain containing 3 [Source:UniProtKB Gene Name;Acc:A0A0P6JA51],naked_mole_rat
ENSHGLG00000023521,U6,6,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
