homo_sapiens_gene,heterocephalus_glaber_female_gene,orthology_type,perc_id,dn_ds
DAO,ENSHGLG00000032798,ortholog_one2one,78.3282,
SS18L2,ENSHGLG00000038285,ortholog_one2one,47.2603,
HNRNPD,ENSHGLG00000004214,ortholog_one2one,96.6102,
FETUB,ENSHGLG00000015752,ortholog_one2one,60.9929,
CACNA1E,ENSHGLG00000007706,ortholog_one2one,91.6632,
AK8,ENSHGLG00000014699,ortholog_one2one,68.9013,
RPS21,ENSHGLG00000040061,ortholog_one2one,100.0,
CRTAM,ENSHGLG00000002032,ortholog_one2one,82.0051,
ARAF,ENSHGLG00000000754,ortholog_one2one,95.8746,
FAM180A,ENSHGLG00000005791,ortholog_one2one,52.5,
ENC1,ENSHGLG00000000552,ortholog_one2one,99.3209,
SSMEM1,ENSHGLG00000005378,ortholog_one2one,56.4885,
ANKFN1,ENSHGLG00000016659,ortholog_one2one,80.6703,
DNAJC24,ENSHGLG00000008508,ortholog_one2one,51.7442,
GPR107,ENSHGLG00000018735,ortholog_one2one,70.1967,
STK31,ENSHGLG00000008474,ortholog_one2one,78.4895,
PAIP1,ENSHGLG00000010516,ortholog_one2one,96.0334,
ERGIC3,ENSHGLG00000005886,ortholog_one2one,81.1828,
KCNQ1,ENSHGLG00000016045,ortholog_one2one,80.2797,
NOG,ENSHGLG00000048920,ortholog_one2one,98.2759,
GSK3B,ENSHGLG00000033523,ortholog_one2one,96.7667,
FTSJ1,ENSHGLG00000003132,ortholog_one2one,79.4521,
RNF169,ENSHGLG00000047439,ortholog_one2one,87.037,
UBE4A,ENSHGLG00000017823,ortholog_one2one,97.6548,
ABHD3,ENSHGLG00000004626,ortholog_one2one,91.7275,
SPATA1,ENSHGLG00000005825,ortholog_one2one,69.9153,
CCDC172,ENSHGLG00000015360,ortholog_one2one,76.9784,
ALX3,ENSHGLG00000014566,ortholog_one2one,93.2945,
UBL4B,ENSHGLG00000041047,ortholog_one2one,63.4021,
ATL1,ENSHGLG00000017094,ortholog_one2one,89.899,
ASB17,ENSHGLG00000004852,ortholog_one2one,79.661,
ST6GALNAC3,ENSHGLG00000004799,ortholog_one2one,92.926,
HELLS,ENSHGLG00000011377,ortholog_one2one,93.6527,
CBLN2,ENSHGLG00000001957,ortholog_one2one,50.1188,
PDCL,ENSHGLG00000038582,ortholog_one2one,87.8049,
CCDC68,ENSHGLG00000011116,ortholog_one2one,85.3293,
GXYLT1,ENSHGLG00000001208,ortholog_one2one,91.5332,
RBM25,ENSHGLG00000014745,ortholog_one2one,73.1517,
MALL,ENSHGLG00000016124,ortholog_one2one,44.8276,
TRAF2,ENSHGLG00000014367,ortholog_one2one,86.1004,
CENPK,ENSHGLG00000003837,ortholog_one2one,83.2714,
MGP,ENSHGLG00000010697,ortholog_one2one,81.7308,
KCNAB2,ENSHGLG00000018215,ortholog_one2one,59.2342,
TIMP1,ENSHGLG00000000794,ortholog_one2one,75.3623,
CPA3,ENSHGLG00000012134,ortholog_one2one,86.0577,
HEBP1,ENSHGLG00000010439,ortholog_one2one,89.418,
DAZAP2,ENSHGLG00000004225,ortholog_one2one,88.587,
MEPCE,ENSHGLG00000011263,ortholog_one2one,91.003,
PLAAT3,ENSHGLG00000033662,ortholog_one2one,80.4878,
ENTPD3,ENSHGLG00000015750,ortholog_one2one,62.2793,
CLIP3,ENSHGLG00000009452,ortholog_one2one,98.5375,
RBFOX1,ENSHGLG00000016944,ortholog_one2one,87.6147,
CILP,ENSHGLG00000011932,ortholog_one2one,85.6561,
STX5,ENSHGLG00000003553,ortholog_one2one,91.5493,
CLEC9A,ENSHGLG00000044548,ortholog_one2one,33.4066,
CACNA1G,ENSHGLG00000019354,ortholog_one2one,94.4796,
IGF1,ENSHGLG00000042203,ortholog_one2one,57.2917,
PAQR9,ENSHGLG00000017213,ortholog_one2one,80.5869,
MYZAP,ENSHGLG00000012877,ortholog_one2one,91.8455,
PDP1,ENSHGLG00000012388,ortholog_one2one,88.6824,
ACP7,ENSHGLG00000017298,ortholog_one2one,89.3764,
UBXN8,ENSHGLG00000037756,ortholog_one2one,73.6264,
TRGV10,ENSHGLG00000035739,ortholog_one2one,35.9551,
PAH,ENSHGLG00000049587,ortholog_one2one,84.8671,
ACTN4,ENSHGLG00000008428,ortholog_one2one,95.3291,
RN7SL35P,ENSHGLG00000025015,ortholog_one2one,66.2252,
GNAT3,ENSHGLG00000005477,ortholog_one2one,93.4844,
POFUT1,ENSHGLG00000042346,ortholog_one2one,67.382,
GNG11,ENSHGLG00000044625,ortholog_one2one,37.4359,
SLC51A,ENSHGLG00000019258,ortholog_one2one,80.2941,
CASS4,ENSHGLG00000016990,ortholog_one2one,61.185,
FGF19,ENSHGLG00000049791,ortholog_one2one,60.7306,
EPB41L3,ENSHGLG00000010311,ortholog_one2one,69.2898,
SLC9A9,ENSHGLG00000018200,ortholog_one2one,92.8433,
FAM110A,ENSHGLG00000049977,ortholog_one2one,81.2298,
SEC23A,ENSHGLG00000004097,ortholog_one2one,93.2398,
TOX2,ENSHGLG00000006575,ortholog_one2one,92.2925,
NPVF,ENSHGLG00000017985,ortholog_one2one,73.2558,
MTMR9,ENSHGLG00000013783,ortholog_one2one,95.471,
ATP13A4,ENSHGLG00000017044,ortholog_one2one,87.5522,
HSPB1,ENSHGLG00000034303,ortholog_one2one,83.9806,
PLP1,ENSHGLG00000000492,ortholog_one2one,86.0714,
FAM220A,ENSHGLG00000040110,ortholog_one2one,41.502,
FAM167A,ENSHGLG00000015619,ortholog_one2one,50.1449,
OR2A2,ENSHGLG00000018946,ortholog_one2one,78.2051,
PIGT,ENSHGLG00000009120,ortholog_one2one,94.2708,
ING4,ENSHGLG00000003447,ortholog_one2one,97.1888,
CLDN15,ENSHGLG00000015207,ortholog_one2one,78.5088,
ZNF395,ENSHGLG00000017520,ortholog_one2one,71.9512,
C3orf85,ENSHGLG00000011970,ortholog_one2one,76.6667,
TMEM212,ENSHGLG00000014698,ortholog_one2one,59.2275,
IFT22,ENSHGLG00000033627,ortholog_one2one,89.7297,
SH3RF2,ENSHGLG00000004265,ortholog_one2one,86.3388,
LSM3,ENSHGLG00000000651,ortholog_one2one,100.0,
C4orf36,ENSHGLG00000001308,ortholog_one2one,36.4162,
DNASE1L3,ENSHGLG00000004869,ortholog_one2one,82.2368,
LNX1,ENSHGLG00000017095,ortholog_one2one,79.9175,
RNF148,ENSHGLG00000033439,ortholog_one2one,80.5281,
ERMP1,ENSHGLG00000018719,ortholog_one2one,82.4017,
TAS2R16,ENSHGLG00000044095,ortholog_one2one,57.8073,
CRIP1,ENSHGLG00000015816,ortholog_one2one,45.1807,
ATG4A,ENSHGLG00000002867,ortholog_one2one,93.2836,
HYAL1,ENSHGLG00000037077,ortholog_one2one,69.1765,
TCOF1,ENSHGLG00000007903,ortholog_one2one,54.9564,
PGAM1,ENSHGLG00000016865,ortholog_one2one,99.6063,
TP53INP1,ENSHGLG00000041901,ortholog_one2one,89.1667,
ZC2HC1C,ENSHGLG00000012165,ortholog_one2one,61.2595,
TAF5,ENSHGLG00000002753,ortholog_one2one,94.8363,
ARAP2,ENSHGLG00000001750,ortholog_one2one,87.802,
BUB3,ENSHGLG00000012641,ortholog_one2one,100.0,
IL20RB,ENSHGLG00000014167,ortholog_one2one,70.4268,
KLK14,ENSHGLG00000014717,ortholog_one2one,71.73,
NRROS,ENSHGLG00000019215,ortholog_one2one,74.928,
DTWD1,ENSHGLG00000000293,ortholog_one2one,71.3615,
FBN3,ENSHGLG00000039625,ortholog_one2one,72.7473,
LRRC43,ENSHGLG00000018710,ortholog_one2one,62.3418,
CCRL2,ENSHGLG00000034264,ortholog_one2one,49.7041,
KICS2,ENSHGLG00000036040,ortholog_one2one,97.5281,
TDRD7,ENSHGLG00000001669,ortholog_one2one,83.066,
PARG,ENSHGLG00000001430,ortholog_one2one,88.0903,
CDKN1B,ENSHGLG00000009852,ortholog_one2one,94.4444,
ZNF839,ENSHGLG00000032701,ortholog_one2one,50.4294,
GHRL,ENSHGLG00000016347,ortholog_one2one,76.0684,
ENOX2,ENSHGLG00000010881,ortholog_one2one,87.3652,
FERRY3,ENSHGLG00000000998,ortholog_one2one,93.2605,
HELQ,ENSHGLG00000019137,ortholog_one2one,81.1286,
CSPG4,ENSHGLG00000000788,ortholog_one2one,83.2664,
TMEFF1,ENSHGLG00000003019,ortholog_one2one,98.1579,
NF2,ENSHGLG00000018674,ortholog_one2one,91.4463,
TRPV4,ENSHGLG00000000233,ortholog_one2one,87.1102,
DDX24,ENSHGLG00000010321,ortholog_one2one,85.0292,
NECTIN3,ENSHGLG00000011671,ortholog_one2one,87.3646,
PLAC9,ENSHGLG00000017020,ortholog_one2one,25.9259,
RECK,ENSHGLG00000006983,ortholog_one2one,93.2596,
HLTF,ENSHGLG00000012503,ortholog_one2one,86.9356,
CDC42EP2,ENSHGLG00000006786,ortholog_one2one,78.7755,
ABCG4,ENSHGLG00000017291,ortholog_one2one,93.9486,
MIR140,ENSHGLG00000022356,ortholog_one2one,95.1923,
RPS6KA5,ENSHGLG00000007306,ortholog_one2one,96.6165,
ZNF572,ENSHGLG00000011462,ortholog_one2one,80.4971,
BOP1,ENSHGLG00000017934,ortholog_one2one,85.1656,
ITPRIP,ENSHGLG00000046163,ortholog_one2one,81.6364,
FHDC1,ENSHGLG00000001200,ortholog_one2one,68.3865,
FPGS,ENSHGLG00000012155,ortholog_one2one,69.7479,
CCKBR,ENSHGLG00000004767,ortholog_one2one,90.7489,
CABCOCO1,ENSHGLG00000006002,ortholog_one2one,66.0112,
POGZ,ENSHGLG00000008750,ortholog_one2one,87.6802,
CUEDC2,ENSHGLG00000002956,ortholog_one2one,88.1757,
SMIM14,ENSHGLG00000002131,ortholog_one2one,71.0938,
PPP1R14B,ENSHGLG00000041422,ortholog_one2one,95.9184,
ADAMTS8,ENSHGLG00000014104,ortholog_one2one,70.0216,
NTAN1,ENSHGLG00000050128,ortholog_one2one,72.0238,
PRRT3,ENSHGLG00000018322,ortholog_one2one,53.598,
UBE2E1,ENSHGLG00000040976,ortholog_one2one,84.4444,
CSKMT,ENSHGLG00000044833,ortholog_one2one,64.8084,
RAI2,ENSHGLG00000001331,ortholog_one2one,79.6639,
OR52N2,ENSHGLG00000044148,ortholog_one2one,90.0641,
AFAP1L2,ENSHGLG00000012628,ortholog_one2one,81.2279,
PCNX3,ENSHGLG00000010897,ortholog_one2one,95.9606,
GTF2A2,ENSHGLG00000012742,ortholog_one2one,89.1892,
RABGGTA,ENSHGLG00000002942,ortholog_one2one,93.4744,
NPW,ENSHGLG00000032740,ortholog_one2one,36.5385,
ZBTB11,ENSHGLG00000001683,ortholog_one2one,83.3762,
SHISA9,ENSHGLG00000013207,ortholog_one2one,85.8064,
HDAC6,ENSHGLG00000010523,ortholog_one2one,81.5652,
WWOX,ENSHGLG00000013627,ortholog_one2one,75.7112,
HES1,ENSHGLG00000018104,ortholog_one2one,45.6044,
SPRY1,ENSHGLG00000032095,ortholog_one2one,88.9535,
RPL15,ENSHGLG00000049089,ortholog_one2one,100.0,
RNU6-845P,ENSHGLG00000038801,ortholog_one2one,75.4717,
CLCN3,ENSHGLG00000007901,ortholog_one2one,92.3788,
C16orf87,ENSHGLG00000002081,ortholog_one2one,85.8974,
CCND1,ENSHGLG00000039478,ortholog_one2one,57.9946,
CTXN2,ENSHGLG00000018257,ortholog_one2one,90.6977,
NR1H4,ENSHGLG00000038152,ortholog_one2one,79.3103,
JUN,ENSHGLG00000036998,ortholog_one2one,89.441,
CAMTA1,ENSHGLG00000004844,ortholog_one2one,91.5411,
APBA2,ENSHGLG00000010225,ortholog_one2one,92.2872,
TMEM223,ENSHGLG00000034690,ortholog_one2one,74.8718,
ZNRD2,ENSHGLG00000048216,ortholog_one2one,90.4523,
BRD7,ENSHGLG00000005800,ortholog_one2one,90.3876,
BSND,ENSHGLG00000015692,ortholog_one2one,74.8408,
LDLRAD3,ENSHGLG00000009909,ortholog_one2one,93.6232,
FNTB,ENSHGLG00000009039,ortholog_one2one,87.2068,
TMEM240,ENSHGLG00000017381,ortholog_one2one,97.6879,
IL17RD,ENSHGLG00000003939,ortholog_one2one,91.0931,
SYDE1,ENSHGLG00000004301,ortholog_one2one,87.0924,
SCX,ENSHGLG00000015228,ortholog_one2one,94.8718,
BCL9L,ENSHGLG00000004416,ortholog_one2one,95.1171,
AP3M2,ENSHGLG00000003868,ortholog_one2one,85.5234,
PI4K2A,ENSHGLG00000013652,ortholog_one2one,98.5386,
DCUN1D5,ENSHGLG00000000439,ortholog_one2one,98.7395,
SLC1A7,ENSHGLG00000001256,ortholog_one2one,67.9245,
SNRNP25,ENSHGLG00000002464,ortholog_one2one,52.1552,
FTL,ENSHGLG00000003293,ortholog_one2one,80.1653,
WFIKKN1,ENSHGLG00000032823,ortholog_one2one,83.6661,
ZBTB49,ENSHGLG00000046826,ortholog_one2one,78.1127,
MSLNL,ENSHGLG00000002526,ortholog_one2one,60.1481,
NRL,ENSHGLG00000003953,ortholog_one2one,91.5612,
SRRM2,ENSHGLG00000013586,ortholog_one2one,89.1416,
GSTP1,ENSHGLG00000018697,ortholog_one2one,57.9618,
ACTN1,ENSHGLG00000012556,ortholog_one2one,92.4686,
GTF2E2,ENSHGLG00000002529,ortholog_one2one,89.3548,
FBXO46,ENSHGLG00000046481,ortholog_one2one,70.0461,
NISCH,ENSHGLG00000004536,ortholog_one2one,84.5904,
ISX,ENSHGLG00000015276,ortholog_one2one,48.8987,
ARHGEF17,ENSHGLG00000006914,ortholog_one2one,86.1137,
BCR,ENSHGLG00000010295,ortholog_one2one,94.279,
HDGF,ENSHGLG00000003927,ortholog_one2one,60.4811,
ZNF213,ENSHGLG00000017256,ortholog_one2one,82.2616,
FAM78B,ENSHGLG00000007090,ortholog_one2one,70.5722,
TRIM72,ENSHGLG00000010053,ortholog_one2one,89.5178,
CBLN1,ENSHGLG00000039996,ortholog_one2one,98.4456,
TPCN2,ENSHGLG00000009786,ortholog_one2one,75.8025,
TERB1,ENSHGLG00000019160,ortholog_one2one,79.3153,
SUCO,ENSHGLG00000018923,ortholog_one2one,87.51,
CA8,ENSHGLG00000037508,ortholog_one2one,99.3103,
NXNL2,ENSHGLG00000039721,ortholog_one2one,68.1081,
SNRPA,ENSHGLG00000006044,ortholog_one2one,97.8799,
CRAT,ENSHGLG00000013123,ortholog_one2one,89.4569,
TACC1,ENSHGLG00000007450,ortholog_one2one,81.2039,
CA7,ENSHGLG00000016917,ortholog_one2one,96.5517,
CAND1,ENSHGLG00000011243,ortholog_one2one,99.7561,
MYMX,ENSHGLG00000014348,ortholog_one2one,82.1429,
SERP1,ENSHGLG00000043704,ortholog_one2one,100.0,
CIBAR2,ENSHGLG00000019087,ortholog_one2one,61.194,
RXRB,ENSHGLG00000018456,ortholog_one2one,97.3384,
FECH,ENSHGLG00000034674,ortholog_one2one,80.5104,
HYDIN,ENSHGLG00000032026,ortholog_one2one,79.0189,
MBD4,ENSHGLG00000009034,ortholog_one2one,73.1922,
P2RX6,ENSHGLG00000000605,ortholog_one2one,57.3009,
ERF,ENSHGLG00000001131,ortholog_one2one,84.0,
NDUFA4L2,ENSHGLG00000045559,ortholog_one2one,52.0,
RNU6-307P,ENSHGLG00000042357,ortholog_one2one,70.1923,
TNNI1,ENSHGLG00000017757,ortholog_one2one,91.7098,
TCP11L2,ENSHGLG00000050559,ortholog_one2one,71.0526,
KCNN1,ENSHGLG00000002697,ortholog_one2one,58.0894,
STXBP1,ENSHGLG00000019331,ortholog_one2one,88.1538,
SCAF8,ENSHGLG00000003619,ortholog_one2one,94.1176,
BATF3,ENSHGLG00000033174,ortholog_one2one,50.8333,
FBXO28,ENSHGLG00000041532,ortholog_one2one,95.1087,
SLC48A1,ENSHGLG00000007669,ortholog_one2one,38.676,
FANCD2,ENSHGLG00000016165,ortholog_one2one,76.7978,
PTPN6,ENSHGLG00000001036,ortholog_one2one,86.6771,
XAB2,ENSHGLG00000011423,ortholog_one2one,98.8304,
NIPA1,ENSHGLG00000008301,ortholog_one2one,99.6914,
ZBTB22,ENSHGLG00000017146,ortholog_one2one,90.0826,
NAGA,ENSHGLG00000048767,ortholog_one2one,83.2447,
C10orf105,ENSHGLG00000019204,ortholog_one2one,72.093,
AFDN,ENSHGLG00000004839,ortholog_one2one,90.678,
DNA2,ENSHGLG00000012094,ortholog_one2one,84.8513,
CACNA1H,ENSHGLG00000002918,ortholog_one2one,87.432,
TYRO3,ENSHGLG00000009382,ortholog_one2one,89.9103,
DISC1,ENSHGLG00000015934,ortholog_one2one,60.5324,
NDRG3,ENSHGLG00000013807,ortholog_one2one,91.2371,
TEF,ENSHGLG00000050605,ortholog_one2one,82.5,
FUT9,ENSHGLG00000043577,ortholog_one2one,98.8858,
RPS12,ENSHGLG00000014942,ortholog_one2one,72.7273,
LNPEP,ENSHGLG00000014656,ortholog_one2one,86.6731,
DLAT,ENSHGLG00000006138,ortholog_one2one,88.855,
NUDT3,ENSHGLG00000019328,ortholog_one2one,96.5116,
OVOL3,ENSHGLG00000006677,ortholog_one2one,90.4762,
CCNQ,ENSHGLG00000003517,ortholog_one2one,63.1356,
RGS17,ENSHGLG00000007180,ortholog_one2one,92.3423,
CTXND1,ENSHGLG00000034019,ortholog_one2one,96.6102,
TM9SF3,ENSHGLG00000012450,ortholog_one2one,99.4889,
LYRM7,ENSHGLG00000010810,ortholog_one2one,44.7236,
EEF1E1,ENSHGLG00000051014,ortholog_one2one,68.3761,
MFSD5,ENSHGLG00000019577,ortholog_one2one,98.2222,
SUDS3,ENSHGLG00000011951,ortholog_one2one,97.281,
URI1,ENSHGLG00000009294,ortholog_one2one,77.3381,
UBTD2,ENSHGLG00000044520,ortholog_one2one,85.4478,
CCNB1IP1,ENSHGLG00000004943,ortholog_one2one,94.2238,
SHPRH,ENSHGLG00000015047,ortholog_one2one,88.627,
COX18,ENSHGLG00000032601,ortholog_one2one,82.7586,
HMMR,ENSHGLG00000005524,ortholog_one2one,78.1547,
LAMP2,ENSHGLG00000049851,ortholog_one2one,77.0115,
SLAIN2,ENSHGLG00000019447,ortholog_one2one,91.7763,
HMGA2,ENSHGLG00000006760,ortholog_one2one,99.0741,
TPM1,ENSHGLG00000013579,ortholog_one2one,48.6364,
SMIM18,ENSHGLG00000002636,ortholog_one2one,56.7073,
CLPP,ENSHGLG00000010702,ortholog_one2one,88.9706,
NRG1,ENSHGLG00000004920,ortholog_one2one,66.7143,
COPS4,ENSHGLG00000044616,ortholog_one2one,79.4118,
MEIOSIN,ENSHGLG00000005115,ortholog_one2one,61.235,
YWHAB,ENSHGLG00000009468,ortholog_one2one,100.0,
PEX11G,ENSHGLG00000009398,ortholog_one2one,76.1317,
RFC5,ENSHGLG00000016340,ortholog_one2one,94.7826,
CHAF1A,ENSHGLG00000005439,ortholog_one2one,75.3439,
BCLAF3,ENSHGLG00000001058,ortholog_one2one,74.7911,
SPACA9,ENSHGLG00000014500,ortholog_one2one,82.4324,
RPL24,ENSHGLG00000043923,ortholog_one2one,58.6854,
SHANK2,ENSHGLG00000012313,ortholog_one2one,90.4613,
WDR31,ENSHGLG00000017015,ortholog_one2one,86.2745,
AAR2,ENSHGLG00000040665,ortholog_one2one,93.2292,
UTS2B,ENSHGLG00000042558,ortholog_one2one,39.4958,
ANXA3,ENSHGLG00000005040,ortholog_one2one,70.936,
MYOF,ENSHGLG00000016065,ortholog_one2one,93.9835,
LATS1,ENSHGLG00000010491,ortholog_one2one,95.2212,
SLC1A5,ENSHGLG00000013744,ortholog_one2one,80.3435,
NUP37,ENSHGLG00000008444,ortholog_one2one,90.4908,
DPPA2,ENSHGLG00000035914,ortholog_one2one,51.0204,
SOX8,ENSHGLG00000035960,ortholog_one2one,78.8009,
CFP,ENSHGLG00000000905,ortholog_one2one,75.641,
SMARCD1,ENSHGLG00000003601,ortholog_one2one,84.6787,
SMOX,ENSHGLG00000018296,ortholog_one2one,95.0521,
CNN2,ENSHGLG00000039424,ortholog_one2one,94.7761,
KLHL13,ENSHGLG00000003690,ortholog_one2one,88.9685,
GOLM1,ENSHGLG00000017786,ortholog_one2one,66.2366,
RAB43,ENSHGLG00000049624,ortholog_one2one,93.8095,
ZNF598,ENSHGLG00000002708,ortholog_one2one,80.7778,
CEP128,ENSHGLG00000019408,ortholog_one2one,82.5439,
SUSD2,ENSHGLG00000009484,ortholog_one2one,75.5501,
UQCC5,ENSHGLG00000003313,ortholog_one2one,73.0337,
RAB38,ENSHGLG00000041890,ortholog_one2one,96.6825,
ABHD10,ENSHGLG00000012170,ortholog_one2one,58.104,
NDST2,ENSHGLG00000018051,ortholog_one2one,97.0522,
NDUFS4,ENSHGLG00000034396,ortholog_one2one,76.699,
BRK1,ENSHGLG00000035278,ortholog_one2one,57.7236,
RPS6KA3,ENSHGLG00000001399,ortholog_one2one,99.7297,
TMX2,ENSHGLG00000007517,ortholog_one2one,78.9298,
NUP210,ENSHGLG00000008376,ortholog_one2one,80.5202,
ATPSCKMT,ENSHGLG00000033623,ortholog_one2one,72.428,
MEIOB,ENSHGLG00000003597,ortholog_one2one,81.6532,
MYCL,ENSHGLG00000035021,ortholog_one2one,92.033,
MLEC,ENSHGLG00000013447,ortholog_one2one,96.5278,
GPR63,ENSHGLG00000040998,ortholog_one2one,93.3174,
ZNF436,ENSHGLG00000047527,ortholog_one2one,97.0213,
MED18,ENSHGLG00000049561,ortholog_one2one,97.5962,
USP45,ENSHGLG00000000362,ortholog_one2one,80.1235,
CDK7,ENSHGLG00000045518,ortholog_one2one,95.4023,
BLOC1S1,ENSHGLG00000046948,ortholog_one2one,85.9259,
SPAG4,ENSHGLG00000017758,ortholog_one2one,67.5481,
GCN1,ENSHGLG00000012548,ortholog_one2one,92.2383,
BLVRB,ENSHGLG00000005953,ortholog_one2one,62.9921,
MELK,ENSHGLG00000001242,ortholog_one2one,91.7574,
CDKL2,ENSHGLG00000013277,ortholog_one2one,83.75,
POMT2,ENSHGLG00000018050,ortholog_one2one,72.4761,
VWCE,ENSHGLG00000002837,ortholog_one2one,73.5247,
XPNPEP1,ENSHGLG00000013820,ortholog_one2one,87.3278,
ACSS2,ENSHGLG00000013444,ortholog_one2one,90.6465,
PKD1L2,ENSHGLG00000038072,ortholog_one2one,61.8669,
HGFAC,ENSHGLG00000016854,ortholog_one2one,70.8609,
DIO1,ENSHGLG00000014809,ortholog_one2one,77.883,
NIPA2,ENSHGLG00000008356,ortholog_one2one,94.4444,
A4GALT,ENSHGLG00000048655,ortholog_one2one,56.1983,
ZNF622,ENSHGLG00000040123,ortholog_one2one,87.041,
HLA-DRA,ENSHGLG00000012243,ortholog_one2one,57.1023,
CCDC27,ENSHGLG00000018304,ortholog_one2one,60.8434,
PTK2,ENSHGLG00000011805,ortholog_one2one,93.4352,
FAF2,ENSHGLG00000033567,ortholog_one2one,94.6785,
GPR61,ENSHGLG00000009351,ortholog_one2one,97.3392,
RNF146,ENSHGLG00000018862,ortholog_one2one,79.8578,
CES5A,ENSHGLG00000049685,ortholog_one2one,74.4565,
TRIM59,ENSHGLG00000046594,ortholog_one2one,82.7848,
USP21,ENSHGLG00000018669,ortholog_one2one,97.2395,
UBE3D,ENSHGLG00000002791,ortholog_one2one,71.5311,
SSTR3,ENSHGLG00000041606,ortholog_one2one,78.7791,
ZBTB45,ENSHGLG00000049276,ortholog_one2one,33.5526,
EWSR1,ENSHGLG00000017920,ortholog_one2one,98.1873,
UBE2E2,ENSHGLG00000048937,ortholog_one2one,67.6856,
NDUFS6,ENSHGLG00000004998,ortholog_one2one,69.6,
FUT1,ENSHGLG00000037757,ortholog_one2one,61.1842,
SPOCK3,ENSHGLG00000034446,ortholog_one2one,48.9891,
MAML1,ENSHGLG00000007422,ortholog_one2one,86.8952,
KIFAP3,ENSHGLG00000015604,ortholog_one2one,96.7213,
KIF15,ENSHGLG00000011770,ortholog_one2one,81.6655,
IER3,ENSHGLG00000017142,ortholog_one2one,77.9221,
MRPL36,ENSHGLG00000004189,ortholog_one2one,38.806,
YIF1B,ENSHGLG00000017476,ortholog_one2one,73.8693,
RASGRF2,ENSHGLG00000004494,ortholog_one2one,83.1579,
ETS1,ENSHGLG00000009624,ortholog_one2one,91.0331,
CRIP3,ENSHGLG00000017216,ortholog_one2one,91.6667,
KIAA1614,ENSHGLG00000007239,ortholog_one2one,61.0141,
CACNA1S,ENSHGLG00000005845,ortholog_one2one,93.4225,
CGAS,ENSHGLG00000001379,ortholog_one2one,51.9856,
ACVR1B,ENSHGLG00000015083,ortholog_one2one,89.0173,
CCN2,ENSHGLG00000014775,ortholog_one2one,86.0465,
MED19,ENSHGLG00000008158,ortholog_one2one,57.8534,
MSANTD4,ENSHGLG00000015607,ortholog_one2one,97.3913,
TAB2,ENSHGLG00000010921,ortholog_one2one,95.5267,
IRX3,ENSHGLG00000004630,ortholog_one2one,94.012,
PLEKHA7,ENSHGLG00000004474,ortholog_one2one,90.3226,
ZBTB24,ENSHGLG00000019919,ortholog_one2one,89.6996,
RPS15,ENSHGLG00000046613,ortholog_one2one,100.0,
PFDN1,ENSHGLG00000035690,ortholog_one2one,54.8148,
GPC4,ENSHGLG00000050287,ortholog_one2one,95.3237,
USP44,ENSHGLG00000005081,ortholog_one2one,79.9587,
TMEM161B,ENSHGLG00000016157,ortholog_one2one,96.701,
RPE65,ENSHGLG00000010215,ortholog_one2one,94.5591,
APOC1,ENSHGLG00000038010,ortholog_one2one,36.2903,
TNR,ENSHGLG00000013609,ortholog_one2one,93.3775,
ARL14EP,ENSHGLG00000008363,ortholog_one2one,97.2973,
PRKX,ENSHGLG00000040874,ortholog_one2one,83.8983,
CALCB,ENSHGLG00000007698,ortholog_one2one,72.028,
OCEL1,ENSHGLG00000049763,ortholog_one2one,67.1795,
RYR2,ENSHGLG00000016451,ortholog_one2one,98.1033,
C16orf74,ENSHGLG00000044539,ortholog_one2one,73.3333,
ACSL4,ENSHGLG00000001398,ortholog_one2one,92.0391,
ANKRD11,ENSHGLG00000048687,ortholog_one2one,44.4444,
QDPR,ENSHGLG00000005515,ortholog_one2one,93.9271,
NDUFB7,ENSHGLG00000044161,ortholog_one2one,65.7143,
KIAA1143,ENSHGLG00000012135,ortholog_one2one,76.5714,
VWA2,ENSHGLG00000012184,ortholog_one2one,70.4861,
GRWD1,ENSHGLG00000009547,ortholog_one2one,92.3767,
LSG1,ENSHGLG00000017390,ortholog_one2one,79.1667,
ARSB,ENSHGLG00000039971,ortholog_one2one,66.9903,
RPUSD4,ENSHGLG00000002285,ortholog_one2one,67.7083,
MLLT10,ENSHGLG00000004757,ortholog_one2one,89.5677,
PWWP2A,ENSHGLG00000010411,ortholog_one2one,88.1963,
TMEM147,ENSHGLG00000018035,ortholog_one2one,96.087,
MRPL21,ENSHGLG00000007657,ortholog_one2one,75.6881,
RBM22,ENSHGLG00000008488,ortholog_one2one,83.9479,
TAFA4,ENSHGLG00000047561,ortholog_one2one,76.5714,
GNAI2,ENSHGLG00000012059,ortholog_one2one,76.9231,
FSIP1,ENSHGLG00000015365,ortholog_one2one,72.774,
FNIP1,ENSHGLG00000005873,ortholog_one2one,93.6317,
BYSL,ENSHGLG00000043783,ortholog_one2one,92.6606,
RAB27A,ENSHGLG00000013717,ortholog_one2one,53.8153,
ICAM4,ENSHGLG00000042569,ortholog_one2one,52.0588,
GINM1,ENSHGLG00000006870,ortholog_one2one,86.2385,
SLC39A8,ENSHGLG00000034409,ortholog_one2one,83.3698,
PIN1,ENSHGLG00000050268,ortholog_one2one,76.9608,
PSMB1,ENSHGLG00000034020,ortholog_one2one,92.9167,
GRIN2A,ENSHGLG00000018458,ortholog_one2one,94.8771,
KIRREL2,ENSHGLG00000013425,ortholog_one2one,88.0851,
